SITE_ID,Precip_mm_avg_yr,Precip_mm_total_yr,Temp_degC_avg_yr,E_avg_06_07,RH_PT_avg_06_07,temp_degC_summer,temp_degC_winter,temp_degC_spring,precip_mm_summer,precip_mm_winter,precip_mm_spring
NLA06608-0358,100.6858333,1208.23,5.863055556,39.74,59.08,13.974,-7.273333333333333,3.59,418.28999999999996,198.03000000000003,345.75
NLA06608-0359,54.4625,653.55,8.953888889,51.02,62.72,17.552,-6.373333333333332,9.066666666666666,309.01,66.09,260.03
NLA06608-0361,72.35833333,868.3,18.74166667,70.3,50.3,22.248,9.17,18.596666666666668,197.49,224.08,197.85000000000002
NLA06608-0363,86.0125,1032.15,11.90611111,53.94,60.65,18.644,-1.5399999999999998,12.083333333333334,435.84,192.74,211.81
NLA06608-0366,53.56333333,642.76,7.165,45.1,60.92,16.264000000000003,-8.406666666666666,7.59,301.81,64.28999999999999,226.95
NLA06608-0367,92.11,1105.32,11.435,51.75,60.51,17.792,-0.7733333333333334,10.75,385.14000000000004,282.7,218.12
NLA06608-0369,105.0133333,1260.16,6.523333333,40.61,61.61,14.663999999999998,-6.8566666666666665,4.506666666666667,469.66999999999996,265.63,281.17
NLA06608-0372,36.43666667,437.24,13.54333333,55.08,43.13,19.496,1.3966666666666665,13.043333333333335,161.02,60.559999999999995,171.05
NLA06608-0373,24.61,295.32,13.3075,50.6,30.71,17.36,4.543333333333333,12.273333333333333,40.39,159.38,81.42
NLA06608-0376,103.0383333,1236.46,17.58222222,72.58,57.38,21.810000000000002,5.3133333333333335,18.406666666666666,584.55,160.3,412.75
NLA06608-0377,76.96583333,923.59,12.09333333,53.69,59.85,18.288,0.5800000000000001,10.616666666666667,295.98,202.60999999999999,219.03000000000003
NLA06608-0378,23.44333333,281.32,9.570833333,44.7,44.96,15.962,-0.7066666666666667,9.43,91.16999999999999,25.169999999999998,138.76999999999998
NLA06608-0384,32.00333333,384.04,6.691944444,44.49,56.19,16.334,-9.263333333333334,7.863333333333333,149.88,34.120000000000005,165.60000000000002
NLA06608-0385,39.42583333,473.11,7.176666667,38.4,48.79,13.834,-2.606666666666667,6.573333333333333,143.26,105.06,141.85
NLA06608-0386,88.66583333,1063.99,11.26666667,50.49,60.18,17.238,-0.47666666666666657,10.676666666666668,429.26000000000005,165.64,236.91000000000003
NLA06608-0388,70.66,847.92,16.2625,59.42,55.09,20.954,5.206666666666666,16.63,281.87,174.12,233.5
NLA06608-0393,29.86333333,358.36,19.13083333,69.35,41.95,21.332,10.983333333333334,18.75,3.52,239.95999999999998,63.959999999999994
NLA06608-0395,73.14,877.68,19.9825,72.97,54.47,22.982,10.49,20.156666666666666,293.12,253.74,113.08
NLA06608-0399,74.44833333,893.38,11.18111111,51.11,61.39,18.008000000000003,-1.6866666666666668,10.773333333333333,334.98,174.73,206.35000000000002
NLA06608-0401,83.5225,1002.27,5.858888889,40.9,60.3,14.366,-8.056666666666667,3.753333333333334,379.00000000000006,132.76999999999998,218.04
NLA06608-0402,115.3541667,1384.25,13.77444444,50.81,58.25,15.356,7.956666666666667,13.246666666666668,60.46,666.0899999999999,246.88
NLA06608-0403,52.56083333,630.73,7.018333333,44.85,58.32,16.198,-8.733333333333333,7.4366666666666665,316.27,55,195.44
NLA06608-0405,91.31916667,1095.83,9.508611111,45.41,59.59,16.363999999999997,-2.1633333333333336,7.536666666666666,399.81,217.31,260.47
NLA06608-0406,93.8175,1125.81,8.1375,36.8,60.45,12.245999999999999,0.9433333333333334,7.413333333333334,73.47,458.85,147.14
NLA06608-0407,58.14416667,697.73,8.439444444,50.04,60.76,17.464,-7.463333333333334,8.87,285.18,48.26,348.16999999999996
NLA06608-0408,97.18916667,1166.27,18.22027778,75.56,63.69,22.05,6.453333333333333,18.61,458.09,170.98000000000002,389.44
NLA06608-0413,79.25833333,951.1,17.52333333,66.45,57.1,21.528,7.803333333333332,16.773333333333333,263.3,175.32,199.64
NLA06608-0414,52.9875,635.85,8.372222222,45.28,57.4,16.910000000000004,-6.876666666666668,8.959999999999999,361.58000000000004,61.330000000000005,155.95
NLA06608-0418,98.80916667,1185.71,9.830833333,45.31,56.03,16.112000000000002,-1.6500000000000001,8.083333333333334,327.31,192.27999999999997,374.07
NLA06608-0421,95.7525,1149.03,11.09861111,50.09,55.96,17.956,-1.3999999999999997,9.306666666666667,345.00000000000006,242.34000000000003,331.9
NLA06608-0425,27.22666667,326.72,9.853888889,39.88,34.73,16.242,-2.1999999999999997,10.19,126.24000000000001,42,52.19
NLA06608-0426,68.88833333,826.66,9.697777778,46.2,61.9,17.102,-3.2900000000000005,9.013333333333334,257.68,150.56,227.41000000000003
NLA06608-0432,80.61583333,967.39,19.20972222,73.7,55.55,23.172,7.640000000000001,20.12,265.15,332.51,193.26999999999998
NLA06608-0433,78.585,943.02,9.68,49.66,60.38,17.285999999999998,-3.453333333333333,7.633333333333333,293.98,211.24,219.40999999999997
NLA06608-0435,59.65666667,715.88,8.162777778,46.04,64.8,16.406,-6.7799999999999985,8.806666666666667,382.93,81.71,158.14
NLA06608-0436,118.5766667,1422.92,18.79277778,72.65,58.47,22.48,7.6000000000000005,19.336666666666662,440.15,478.03,316.11
NLA06608-0439,42.7225,512.67,8.326388889,48.81,57.81,17.372,-7.573333333333333,8.816666666666666,231.01000000000002,45.58,229.08
NLA06608-0440,106.2,1274.4,17.49083333,74.7,58.15,22.092000000000002,4.6499999999999995,18.066666666666666,642.3000000000001,114.94,459.38
NLA06608-0442,34.44083333,413.29,6.949444444,45.24,55.51,16.494,-8.863333333333333,7.733333333333334,148.51,30.14,210.32
NLA06608-0444,88.73,1064.76,19.26805556,72.61,53.98,22.895999999999997,8.243333333333334,20.14,381.61,308,153.68
NLA06608-0445,82.24666667,986.96,12.61638889,53.76,56.27,18.576,0.44333333333333336,12.313333333333333,351.4,188.08,258.41999999999996
NLA06608-0447,68.80333333,825.64,14.83166667,57.85,53.6,20.072,2.8266666666666667,15.296666666666667,259.08,187.09000000000003,172.94000000000003
NLA06608-0449,38.0175,456.21,10.24,48.2,55.71,16.636000000000003,-1.373333333333333,10.383333333333333,51.77,142.66,87.25
NLA06608-0452,42.8575,514.29,13.78805556,55.15,43.57,19.918,1.633333333333333,13.116666666666665,119.06,117.6,197.23000000000002
NLA06608-0453,82.82083333,993.85,24.23694444,91.51,59.6,23.522,19.00333333333333,23.666666666666668,643.3,173.06,98.61
NLA06608-0454,103,1236,12.31888889,53.18,54.42,17.894,1.5266666666666666,10.290000000000001,274.81,185.09,446.27
NLA06608-0456,111.7533333,1341.04,20.13138889,80.58,57.99,22.918,9.513333333333334,20.313333333333333,523.48,239.74999999999997,395.80999999999995
NLA06608-0458,78.90833333,946.9,21.66194444,79.58,56.21,23.082,13.883333333333335,21.563333333333333,486.96000000000004,284.37,52.980000000000004
NLA06608-0459,76.69166667,920.3,18.50555556,66.76,52.16,22.338,8.186666666666667,18.913333333333334,306.92999999999995,231.58,142.85000000000002
NLA06608-0462,43.80916667,525.71,7.117777778,42.52,63.39,15.597999999999999,-7.55,7.3066666666666675,199.32999999999998,82.2,167.96
NLA06608-0463,75.8525,910.23,11.74166667,51.45,58.72,18.434,-1.1900000000000002,11.313333333333333,291.59,205.37,229.32
NLA06608-0467,76.83916667,922.07,10.3475,50.43,61.07,18.094,-4.023333333333333,10.383333333333333,495.43000000000006,100.01,202.86
NLA06608-0468,74.79,897.48,3.491944444,25.91,39.57,9.882,-5.596666666666667,3.266666666666667,197,210.20999999999998,286.82
NLA06608-0469,97.16833333,1166.02,9.906111111,45.59,57.89,16.474,-1.6866666666666668,8.049999999999999,388.02,254.54000000000002,274.62
NLA06608-0470,92.98166667,1115.78,9.3875,46.92,58.2,16.282,-2.91,7.7,317.28999999999996,197.07999999999998,314.24
NLA06608-0471,55.26166667,663.14,8.606388889,49.16,60.8,17.458,-6.956666666666666,8.756666666666668,288.76,56.32,306.09999999999997
NLA06608-0472,116.6025,1399.23,18.26638889,74.78,63.67,21.986,6.859999999999999,18.53,535.09,235.57,356.28
NLA06608-0473,79.5975,955.17,18.22833333,67.61,50.64,21.756,8.553333333333333,18.206666666666667,264.36,225.64,200.04
NLA06608-0479,84.03583333,1008.43,13.79138889,57.87,60.26,19.676,0.943333333333333,14.213333333333333,341.67,223.99,243.76999999999998
NLA06608-0480,80.44416667,965.33,15.50361111,60.87,55.77,20.898000000000003,2.813333333333333,16.383333333333336,240.42000000000002,248.57999999999998,269.55999999999995
NLA06608-0483,58.4875,701.85,22.33138889,90.85,53.51,23.344,12.716666666666667,22.703333333333333,292.91,61.25,341.58000000000004
NLA06608-0484,81.05833333,972.7,17.72083333,66.23,53.09,22.375999999999998,5.706666666666666,18.79,273.78,325.10999999999996,172.39999999999998
NLA06608-0488,107.2583333,1287.1,16.18916667,68.31,57.83,21.302,2.9766666666666666,16.88,648.5300000000001,138.97,438.68999999999994
NLA06608-0489,72.35666667,868.28,15.80138889,61.83,55.66,20.464,5.076666666666667,15.346666666666666,261.34000000000003,148.5,185.9
NLA06608-0491,85.13916667,1021.67,12.06805556,54.2,60.98,18.683999999999997,-1.6000000000000003,12.633333333333333,432.86,206.11,199.45
NLA06608-0493,64.1275,769.53,15.27,61.49,55.2,20.334,4.266666666666667,14.506666666666668,211.23,149.52,175.78
NLA06608-0494,54.44916667,653.39,7.575,45.73,62.76,16.448,-7.916666666666667,8.093333333333334,309.64,60.03,222.13
NLA06608-0495,35.36916667,424.43,9.085,39.05,42.88,15.685999999999998,-2.05,8.543333333333335,180.54000000000002,83.83,55.730000000000004
NLA06608-0496,26.68416667,320.21,8.434166667,46.04,51.6,17.044,-5.836666666666667,9.386666666666667,124.64000000000001,14.87,141.23
NLA06608-0497,30.875,370.5,11.53861111,47.85,42.68,18.556,-1.2899999999999998,11.766666666666666,94.17,95.37,93.94000000000001
NLA06608-0498,99.305,1191.66,11.44805556,49.93,53.81,17.466,0.15333333333333332,9.516666666666667,250.38,193.07999999999998,413.94000000000005
NLA06608-0500,117.6,1411.2,18.51861111,72.48,60.55,21.948,7.7,19.006666666666664,468.83,400.18999999999994,305.94
NLA06608-0501,72.42166667,869.06,16.62055556,59.05,52.67,17.18,10.866666666666667,16.113333333333333,9.46,537.4100000000001,127.75
NLA06608-0502,70.54416667,846.53,10.86972222,51.05,61.14,17.811999999999998,-1.9333333333333333,10.34,314.27,147.5,219.82
NLA06608-0503,52.92,635.04,10.16972222,52.29,61.01,18.438,-5.510000000000001,11.016666666666666,291.21000000000004,91.36,231.51
NLA06608-0508,93.1425,1117.71,19.71666667,74.9,57.95,23.080000000000002,8.66,20.650000000000002,408.88,320.23,171.64999999999998
NLA06608-0509,96.13166667,1153.58,12.36777778,52.57,55.16,18.244,0.39333333333333326,11.86,519.83,191.79,255.16000000000003
NLA06608-0510,45.73166667,548.78,6.211666667,46.48,61.63,16.060000000000002,-10.463333333333333,7.039999999999999,265.98,32.47,219.45000000000002
NLA06608-0511,49.47583333,593.71,7.000277778,32.05,41.54,12.867999999999999,-2.0533333333333332,5.9433333333333325,200.84999999999997,116.69,137.05
NLA06608-0512,37.2125,446.55,5.265555556,41.76,59.15,15.108,-11.003333333333336,6.413333333333334,233.32,35.17,156.56
NLA06608-0514,76.175,914.1,12.71777778,53.74,55.32,18.504,1.2633333333333334,11.796666666666667,375.46999999999997,146.78,208.27
NLA06608-0515,43.93833333,527.26,7.936944444,48.62,56.99,17.058,-7.933333333333333,8.363333333333335,231.82,48.739999999999995,238.2
NLA06608-0523,54.92083333,659.05,9.719166667,51.79,63.25,18.096,-5.923333333333333,10.423333333333334,305.76000000000005,78.25,255.32999999999998
NLA06608-0526,65.93916667,791.27,5.413055556,42,58.28,15.09,-10.780000000000001,5.886666666666667,502.13000000000005,67.04,160.45000000000002
NLA06608-0528,66.83916667,802.07,12.19388889,54.92,60.26,19.089999999999996,-2.1,13.226666666666667,321.18999999999994,113.6,317.33000000000004
NLA06608-0529,14.79333333,177.52,12.31722222,54.95,50.48,18.133999999999997,0.2466666666666666,13.236666666666666,36.68,74.25999999999999,28.5
NLA06608-0530,81.41166667,976.94,21.91555556,85.14,64.9,22.678,15.286666666666667,21.243333333333332,610.1899999999999,217.78,70.71
NLA06608-0531,46.07916667,552.95,8.060277778,48.63,54.79,17.192,-7.8500000000000005,8.516666666666667,260.25,43.44,239.35999999999999
NLA06608-0533,90.38083333,1084.57,9.416666667,45.02,57.75,16.106,-2.16,7.760000000000001,348.90999999999997,291.26,202.01
NLA06608-0537,82.91666667,995,12.55805556,50.3,59.59,17.67,1.5633333333333332,12.726666666666665,345.96,147.61,303.29
NLA06608-0540,79.0725,948.87,17.28944444,73.85,57.47,21.756,5.083333333333333,17.433333333333334,361.51,130.15,349.49
NLA06608-0541,69.84916667,838.19,14.93222222,60.86,56.24,20.058,3.8866666666666667,14.14,225.10999999999999,163.51999999999998,185.02
NLA06608-0542,47.61,571.32,7.594166667,42.59,57.73,15.970000000000002,-6.830000000000001,7.53,257.31,90.46000000000001,128.56
NLA06608-0546,97.37833333,1168.54,11.74444444,51.28,56.02,17.728,0.3966666666666665,9.773333333333333,263.3,178.26,424.39
NLA06608-0547,64.615,775.38,9.639722222,49.18,59.52,17.436,-4.716666666666666,9.946666666666667,379.5300000000001,104.39,197.72
NLA06608-0550,96.12833333,1153.54,7.223888889,42.97,67.08,14.719999999999999,-5.626666666666668,5.4799999999999995,390.59000000000003,219.94,244.27
NLA06608-0551,56.02916667,672.35,9.510277778,51.1,61.53,17.956,-6.086666666666666,10.056666666666667,347.90999999999997,91.5,193.73
NLA06608-0555,89.725,1076.7,11.41805556,51.05,61.18,18.246000000000002,-1.8566666666666667,11.39,477.90000000000003,217.24,200.11
NLA06608-0558,52.975,635.7,7.940555556,47.76,61.51,16.990000000000002,-7.973333333333334,8.32,285.67,52.3,257.87
NLA06608-0560,47.55666667,570.68,16.76444444,67.48,46.83,21.548,4.433333333333333,16.633333333333333,187.68000000000004,103.58000000000001,219.17000000000002
NLA06608-0561,64.44416667,773.33,7.981388889,34.69,49.8,14.561999999999998,-3.073333333333333,7.926666666666667,122.87,297.06,144.94
NLA06608-0562,103.5483333,1242.58,12.32638889,53.3,56.26,17.91,1.5166666666666668,10.376666666666667,270.37,208.54,420.93
NLA06608-0564,26.21166667,314.54,13.03138889,50.26,36.98,18.688,1.2266666666666668,12.709999999999999,134.99,69.38,67.19
NLA06608-0565,16.34083333,196.09,17.47388889,59.68,50.28,18.112000000000002,11.383333333333335,17.533333333333335,8.23,146.74,23.88
NLA06608-0569,21.82333333,261.88,16.30777778,55.07,29.09,20.532,6.223333333333334,16,161.82,36.56,38.31
NLA06608-0570,29.94416667,359.33,10.69888889,47.53,40.05,17.266,-0.5599999999999999,10.44,124.66999999999999,20.14,131.2
NLA06608-0579,48.53833333,582.46,7.786388889,48.98,59.36,17.034,-8.363333333333333,8.58,268.08,39.85,229.78
NLA06608-0580,67.11333333,805.36,14.41638889,57.18,57.05,18.938000000000002,3.6766666666666663,15.026666666666666,255.81,124.23,254.32000000000002
NLA06608-0581,22.32666667,267.92,10.18888889,44.7,45.68,17.632,-2.896666666666667,9.993333333333334,38.56999999999999,110.09,54.88
NLA06608-0582,94.66,1135.92,12.19,52.85,55.83,18.038,0.7733333333333334,10.326666666666666,285.85,174.28,367.96999999999997
NLA06608-0583,118.56,1422.72,21.20305556,81.24,60,23.035999999999998,11.979999999999999,21.453333333333333,490.22,371.47,213.15
NLA06608-0585,5.0775,60.93,15.40777778,55.62,29.18,21.166,3.5833333333333335,15.536666666666667,8.27,15.96,24.630000000000003
NLA06608-0587,93.83416667,1126.01,12.15833333,54.13,60.21,18.766,-1.6933333333333334,12.756666666666666,466.15000000000003,246.76,238.26999999999998
NLA06608-0588,70.68583333,848.23,14.73277778,64.82,56.42,21.014,0.9833333333333333,15.293333333333331,301.79,122.67999999999999,383.12
NLA06608-0590,46.80333333,561.64,7.207222222,42.58,63.15,15.644,-7.636666666666666,7.683333333333334,254.14,65.72,167.44
NLA06608-0591,69.41416667,832.97,18.56361111,67.99,50.64,22.052,8.846666666666666,18.77,258.53999999999996,223.24,129.51
NLA06608-0593,135.5475,1626.57,11.27305556,46.06,64.54,14.039999999999997,4.703333333333333,11.126666666666667,200.32000000000002,537.39,388.03
NLA06608-0594,85.96166667,1031.54,21.05111111,80.65,59.92,22.918,12.776666666666666,21.116666666666667,551.1400000000001,269.33000000000004,97.95000000000002
NLA06608-0595,44.22416667,530.69,8.780833333,49.73,55.76,17.880000000000003,-7.46,9.546666666666667,257.7,36.8,225.10000000000002
NLA06608-0596,21.86583333,262.39,6.031111111,30.85,37.44,12.414,-4.006666666666667,4.73,128.35,27.73,63.44
NLA06608-0597,16.12833333,193.54,14.37583333,55.36,42.52,19.984,2.5500000000000003,14.886666666666665,59.7,63.89,38.03
NLA06608-0599,104.0033333,1248.04,21.63194444,84.73,62.32,23.288,12.113333333333335,21.656666666666666,379.49,266.65999999999997,382.05999999999995
NLA06608-0606,50.18416667,602.21,7.537222222,43.88,67.75,16.208,-7.476666666666667,7.84,309.59,64.91,159.88
NLA06608-0608,87.46166667,1049.54,17.54055556,68.59,55.6,22.4,5.113333333333333,18.709999999999997,269.52,375.64,184.98
NLA06608-0609,88.25416667,1059.05,24.61305556,91.14,59.03,23.692,19.453333333333333,24.086666666666662,672.5600000000001,168.05,126.33000000000001
NLA06608-0610,96.335,1156.02,11.25805556,50.01,56.83,17.472,-0.2533333333333334,9.200000000000001,294.9,160.81,395.95000000000005
NLA06608-0611,91.38416667,1096.61,10.58333333,51.41,62.09,18.164,-3.8633333333333333,10.736666666666665,588.59,116.25999999999999,229.29
NLA06608-0614,87.95583333,1055.47,13.83138889,52.23,60.86,16.832,6.006666666666667,13.496666666666668,97.76,474.02,170.85
NLA06608-0616,71.43416667,857.21,16.63611111,70.02,59.32,21.678,3.74,16.923333333333332,387.95000000000005,124.61,323.49
NLA06608-0617,33.75666667,405.08,12.27916667,42,36.43,17.366,1.88,11.92,225.63,82.41,35.52
NLA06608-0618,95.31666667,1143.8,20.50666667,76.39,55.53,23.07,11.62,20.323333333333334,434.24000000000007,254.11,229.81
NLA06608-0619,72.47166667,869.66,11.9825,54.04,60.78,18.758,-1.5066666666666668,12.200000000000001,311.26,174.01999999999998,205.14000000000001
NLA06608-0622,50.18583333,602.23,8.593611111,49.12,63.82,17.464000000000002,-7.153333333333333,8.993333333333334,274.84,70.25,221.53
NLA06608-0623,84.38583333,1012.63,12.01,53.9,60.35,18.208000000000002,-0.39333333333333326,11.74,408.15000000000003,203.79,209.29999999999998
NLA06608-0624,74.11666667,889.4,14.64888889,60.75,59.93,20.740000000000002,0.6533333333333333,15.856666666666667,264.45,271.71,193.92
NLA06608-0625,55.17333333,662.08,7.305555556,34.95,49.87,13.026,-1.5599999999999998,6.52,93.05999999999999,258.53999999999996,118.62
NLA06608-0627,54.30833333,651.7,9.161111111,47.78,58.64,17.212,-5.1433333333333335,9.17,284.26,98.53,156.75
NLA06608-0628,37.20333333,446.44,12.38611111,45.92,37.79,17.368000000000002,1.8633333333333333,11.603333333333333,248.54,47.71,106.52
NLA06608-0630,51.36,616.32,7.106944444,42.62,59.65,15.735999999999999,-7.3566666666666665,6.633333333333334,269.86,101.42,159.18
NLA06608-0632,98.415,1180.98,15.40333333,65.94,58.62,21.106,1.57,16.343333333333334,525.0500000000001,145.3,387.22
NLA06608-0634,37.7475,452.97,7.2980555560000004,46.23,57.49,16.84,-8.526666666666666,7.786666666666666,168.51,29.380000000000003,230.38
NLA06608-0635,34.82416667,417.89,12.50388889,50.28,40.37,19.18,-0.5133333333333333,12.329999999999998,129.99,88.94,127.41999999999999
NLA06608-0637,36.26333333,435.16,7.365,34.73,36.48,14.654,-4.736666666666667,7.076666666666665,149.26000000000002,79.25999999999999,85.88
NLA06608-0641,41.56,498.72,9.691111111,45.2,54.6,16.252,-1.7866666666666668,9.723333333333334,78.75,165.3,104.71000000000001
NLA06608-0648,66.27083333,795.25,11.19055556,54.23,58.13,18.59,-3.0966666666666662,11.956666666666669,283.65,125.35,355.38
NLA06608-0649,71.3125,855.75,10.10722222,35.83,43.83,14.465999999999998,1.8133333333333332,9.383333333333333,42.55,495.26,151.79
NLA06608-0650,41.2575,495.09,6.637222222,34.37,47.36,14.354,-5.976666666666667,7.109999999999999,128.09,138.89000000000001,98.36999999999999
NLA06608-0651,76.99416667,923.93,19.93055556,72.23,51.31,23.166000000000004,9.996666666666666,20.34,342.63,247.86999999999998,113.22
NLA06608-0654,48.03416667,576.41,7.251388889,42.43,64.66,15.606,-7.359999999999999,7.5566666666666675,229.38,87.84,172.12
NLA06608-0657,90.93166667,1091.18,6.151666667,40.96,58.84,14.660000000000002,-7.653333333333333,3.8266666666666667,319.15999999999997,182.42000000000002,303.85
NLA06608-0658,148.6441667,1783.73,11.77611111,48.4,71.03,13.201999999999998,7.073333333333333,10.666666666666666,100.17999999999999,787.73,300.63
NLA06608-0659,48.15416667,577.85,5.851944444,44.91,62.29,15.844,-10.916666666666666,6.43,297.59999999999997,40.74,207.4
NLA06608-0660,90.14083333,1081.69,13.83666667,57.31,59.22,20.080000000000002,0.13666666666666671,14.693333333333333,256.58,346.83,261.6
NLA06608-0661,84.23833333,1010.86,10.59472222,48.33,58.57,17.048,-1.0100000000000002,8.803333333333333,360.32,210.58999999999997,215.82999999999998
NLA06608-0662,103.3975,1240.77,5.093611111,39.79,60.66,13.402000000000001,-8.426666666666668,2.9266666666666663,439.7,228.07,333.74
NLA06608-0663,55.5825,666.99,8.610555556,49.97,60.74,17.466,-7.099999999999999,9.04,281.28,54.870000000000005,316.24
NLA06608-0665,78.06916667,936.83,19.19611111,71.33,53.02,22.351999999999997,9.870000000000001,18.906666666666666,247.08,209.06,196.82
NLA06608-0671,64.21583333,770.59,2.4975,25.53,42.51,8.816,-5.5566666666666675,1.5199999999999998,255.62,148.63,166.14
NLA06608-0672,71.78666667,861.44,16.09194444,64.56,56.75,21.561999999999998,2.7966666666666664,16.993333333333336,198.19,243.67000000000002,248.14999999999998
NLA06608-0674,103.7658333,1245.19,8.883055556,42.64,65.09,15.4,-2.766666666666667,7.083333333333333,382.56,212.38,364.59999999999997
NLA06608-0677,24.09,289.08,11.81,49.99,45.36,17.496000000000002,1.3466666666666667,11.079999999999998,57.11,117.17,41.7
NLA06608-0678,133.87,1606.44,7.9875,36.13,53.75,12.208000000000002,0.52,7.423333333333333,126.08999999999999,696.01,287.78999999999996
NLA06608-0679,64.91916667,779.03,10.2525,53.54,58.35,18.433999999999997,-5.243333333333333,11.043333333333331,412.74,105.53,213.35000000000002
NLA06608-0681,81.45833333,977.5,14.19972222,56.24,56.35,19.524,2.323333333333333,14.443333333333333,385.68,166.99,234.66
NLA06608-0686,50.90833333,610.9,8.540277778,49.17,61.97,17.445999999999998,-7.326666666666665,8.953333333333333,269.15000000000003,69.69,235.69
NLA06608-0687,77.295,927.54,4.851388889,29.23,42.83,11.232,-3.9933333333333336,3.5933333333333333,282.83000000000004,178.89,189.85
NLA06608-0690,101.0716667,1212.86,12.1075,51.73,52.35,17.876,1.05,10.18,258.65,184.61,431.8
NLA06608-0692,75.5575,906.69,12.30277778,56.45,59.38,19.568,-2.2466666666666666,13.166666666666666,334.59999999999997,89.27000000000001,422.54
NLA06608-0693,28.5325,342.39,18.42388889,68.34,40.14,21.442,9.303333333333333,18.02,5.18,248.5,57.44
NLA06608-0696,118.185,1418.22,17.89972222,75.57,62.32,21.972,5.8566666666666665,18.343333333333334,653,176.92,449.78999999999996
NLA06608-0707,47.73416667,572.81,7.438055556,47.47,59.24,16.678,-8.596666666666666,8.143333333333333,278.88,37.32,229.15
NLA06608-0709,84.3325,1011.99,23.70638889,88.71,60.45,23.326,18.256666666666664,23.00666666666667,630.81,186.6,109.42
NLA06608-0710,96.37333333,1156.48,12.39611111,51.97,58.21,17.374,2.7533333333333334,9.706666666666665,211.57000000000002,221.19000000000003,445.92
NLA06608-0711,152.005,1824.06,21.39694444,81.61,64.97,23.066000000000003,12.283333333333333,21.643333333333334,618.5600000000001,448.19,266.90999999999997
NLA06608-0712,119.9058333,1438.87,20.0825,81.75,59.21,22.762,9.623333333333333,20.016666666666666,597.6,192.22,510.27
NLA06608-0713,25.90083333,310.81,10.63388889,39.75,40.07,15.413999999999998,1.2866666666666668,9.983333333333333,29.380000000000003,175.2,49.540000000000006
NLA06608-0715,44.9275,539.13,10.25888889,40.95,42.52,16.27,-0.10333333333333335,8.963333333333333,167.19,127.61000000000001,158.88
NLA06608-0717,84.20916667,1010.51,15.70972222,62.53,56.2,20.368000000000002,5.066666666666667,14.430000000000001,244.29000000000002,197.14,291.69
NLA06608-0718,32.41666667,389,9.5275,47.81,55.29,17.774,-4.303333333333334,9.556666666666667,171.4,17.93,168.36
NLA06608-0720,60.03583333,720.43,13.54555556,59.04,52.91,20.574,-1.1266666666666667,14.323333333333332,281.38,133.5,223.79999999999998
NLA06608-0721,130.1775,1562.13,11.90083333,48.55,62.76,15.056000000000001,4.8533333333333335,11.33,160.66000000000003,511.97,292.46
NLA06608-0723,28.42333333,341.08,11.43611111,50.67,46.03,19.118000000000002,-2.31,11.663333333333332,129.9,26.39,164.32
NLA06608-0724,90.45583333,1085.47,14.40527778,57.68,58.08,20.422000000000004,1.1600000000000001,15.126666666666667,265.27,389.79,228.73000000000002
NLA06608-0726,103.4158333,1240.99,9.015,46.01,55.88,15.948000000000002,-3.313333333333334,7.44,327.05,202.85,377.01
NLA06608-0727,55.42333333,665.08,8.476111111,49.18,60.67,17.304,-6.996666666666667,8.536666666666667,293.48999999999995,60.75,295.45
NLA06608-0731,84.88666667,1018.64,12.04361111,53.66,60.29,18.7,-1.6166666666666665,12.556666666666667,430.19,214.78,193.41
NLA06608-0733,8.221666667,98.66,19.3025,68.7,18.74,23.854,7.7,19.63,48.449999999999996,8.66,26.68
NLA06608-0734,58.81416667,705.77,8.114722222,43.92,60.78,15.762,-4.923333333333333,7.196666666666666,352.37,141.95,132.36
NLA06608-0738,111.3058333,1335.67,9.361111111,47.98,64.37,16.095999999999997,-2.61,7.52,388.11,222.5,410.13
NLA06608-0743,58.5,702,9.588611111,51.2,60.97,18.029999999999998,-5.976666666666667,10.206666666666665,367.17999999999995,93.81,194.1
NLA06608-0744,109.7066667,1316.48,15.76666667,66.67,58.96,21.086000000000002,2.3433333333333333,16.493333333333336,725.88,134.76,386.86
NLA06608-0749,72.29,867.48,16.115,62.49,54.34,20.556,5.5633333333333335,15.806666666666667,247.82999999999998,160.01000000000002,187.14999999999998
NLA06608-0751,62.08166667,744.98,17.57361111,63.72,52.53,21.592000000000002,7.2700000000000005,17.846666666666668,276.21,135.49,155.32000000000002
NLA06608-0753,94.20916667,1130.51,10.18861111,47.89,63.86,16.766,-1.6199999999999999,8.526666666666666,335.71999999999997,317.81999999999994,223.99
NLA06608-0754,100.0416667,1200.5,11.21583333,49.76,54.82,17.184,-0.040000000000000036,9.290000000000001,253.93,190.32,423.70000000000005
NLA06608-0755,46.65666667,559.88,9.296388889,50.59,55.4,18.038,-6.403333333333333,10.013333333333334,333.83,24.21,195.25
NLA06608-0756,110.4266667,1325.12,18.04861111,76.07,64.4,21.950000000000003,6.23,18.426666666666666,566.45,159.05,436.84000000000003
NLA06608-0759,67.59083333,811.09,10.10555556,52.68,63.67,18.352,-5.640000000000001,10.819999999999999,425.44999999999993,111,221.41000000000003
NLA06608-0761,125.3108333,1503.73,13.46305556,56.69,51.79,18.808,2.3533333333333335,11.969999999999999,520.6,190.29,444.59999999999997
NLA06608-0762,40.075,480.9,7.601666667,47.71,58.47,17.016000000000002,-8.363333333333333,8.22,190.71,39.11,221.72
