SITE_ID,VISIT_NO,LAKENAME,LAKE_ORIGIN_FINAL,CLEAR_TO_BOTTOM,SECMEAN,STATE,AMFCALL,AMFCEMERGENT,AMFCFLOATING,AMFCSUBMERGENT,BFFFLAT,BFFGRADUAL,BFFSTEEP,BFFVERTICAL,BFOANGLE,BSFCBEDROCK,BSFCBOULDERS,BSFCCOBBLE,BSFCGRAVEL,BSFCORGANIC,BSFCSAND,BSFCSILT,BSFCWOOD,BSISITEVARIETY,BSISTAVARIETY,BSVLDIA,BSXLDIA,FCFCAQUATIC_DD,FCFCAQUATIC_LIT,FCFCAQUATIC_SIM,FCFCBOULDERS_DD,FCFCBOULDERS_LIT,FCFCBOULDERS_SIM,FCFCBRUSH_DD,FCFCBRUSH_LIT,FCFCBRUSH_SIM,FCFCLEDGES_DD,FCFCLEDGES_LIT,FCFCLEDGES_SIM,FCFCLIVETREES_DD,FCFCLIVETREES_LIT,FCFCLIVETREES_SIM,FCFCOVERHANG_DD,FCFCOVERHANG_LIT,FCFCOVERHANG_SIM,FCFCSNAGS_DD,FCFCSNAGS_LIT,FCFCSNAGS_SIM,FCFCSTRUCTURES_DD,FCFCSTRUCTURES_LIT,FCFCSTRUCTURES_SIM,FCFPALL_DD,FCFPALL_LIT,FCFPALL_SIM,HIFPANY_SYN,HIFPANYCIRCA_SYN,HIIAG_SYN,HIIAGCIRCA_SYN,HIIALL_SYN,HIIALLCIRCA_SYN,HIINONAG_SYN,HIINONAGCIRCA_SYN,HIPWAG_SYN,HIPWALL_SYN,HIPWBUILDINGS_SYN,HIPWCOMMERCIAL_SYN,HIPWCROPS_SYN,HIPWDOCKS_SYN,HIPWLANDFILL_SYN,HIPWLAWN_SYN,HIPWNONAG_SYN,HIPWORCHARD_SYN,HIPWOTHER_SYN,HIPWPARK_SYN,HIPWPASTURE_SYN,HIPWPOWERLINES_SYN,HIPWROADS_SYN,HIPWWALLS_SYN,RVFCCANBIG_DD,RVFCCANBIG_RIP,RVFCCANBIG_SYN,RVFCCANSMALL_DD,RVFCCANSMALL_RIP,RVFCCANSMALL_SYN,RVFCGNDBARE_DD,RVFCGNDBARE_RIP,RVFCGNDBARE_SYN,RVFCGNDINUNDATED_DD,RVFCGNDINUNDATED_RIP,RVFCGNDINUNDATED_SYN,RVFCGNDNONW_DD,RVFCGNDNONW_RIP,RVFCGNDNONW_SYN,RVFCGNDWOODY_DD,RVFCGNDWOODY_RIP,RVFCGNDWOODY_SYN,RVFCUNDNONW_DD,RVFCUNDNONW_RIP,RVFCUNDNONW_SYN,RVFCUNDWOODY_DD,RVFCUNDWOODY_RIP,RVFCUNDWOODY_SYN,RVICANOPY_DD,RVICANOPY_RIP,RVICANOPY_SYN,RVICANUND_DD,RVICANUND_RIP,RVICANUND_SYN,RVIGROUND_DD,RVIGROUND_RIP,RVIGROUND_SYN,RVIHERBS_DD,RVIHERBS_RIP,RVIHERBS_SYN,RVITALLWOOD_DD,RVITALLWOOD_RIP,RVITALLWOOD_SYN,RVITOTALVEG_DD,RVITOTALVEG_RIP,RVITOTALVEG_SYN,RVIUNDERSTORY_DD,RVIUNDERSTORY_RIP,RVIUNDERSTORY_SYN,RVIWOODY_DD,RVIWOODY_RIP,RVIWOODY_SYN,SIVDEPTH,SIXDEPTH,SSFCBEDROCK,SSFCBOULDERS,SSFCCOBBLE,SSFCGRAVEL,SSFCORGANIC,SSFCOTHER,SSFCSAND,SSFCSILT,SSFCWOOD,SSISITEVARIETY,SSISTAVARIETY,SSVLDIA,SSXLDIA,ECOWSA9_2015,ECOWSA3_2015,YEAR,LkArea_km2,L_LkAreakm2,ELEV_use,L_ELEV_use,LkPerim_km,L_LkPerimkm,DpthMx_use,L_DpthMx_use,LATdd_use,LONdd_use,ElevXLat_use,ElevXLon_use,Lake_Origin_use,Reservoir,ECOP5_2015,ECOP6_2015,RVegQc15,LitCvrQc15,LitRipCvrQc15,L_RVegQc15,L_LitCvrQc15,L_LitRipCvrQc15,RVegQc3x15,LitCvrQc3x15,LitRipCvrQc3x15,L_RVegQc3x15,L_LitCvrQc3x15,L_LitRipCvrQc3x15,RVegQc3OE15,LitCvrQc3OE15,LitRipCvrQc3OE15,HORIZDD_use,VERTDD_use,L_HORIZDD_use,L_VERTDD_use
NLA17_MT-10076,1,Chain Lake,NATURAL,Y,NA,MT,0.07,0.045,0.005,0.065,0.1,0.9,0,0,GRADUAL,0,0.010006254,0.102839253,0.401550824,0.024862966,0.292926001,0.167814703,0,6,4.4,0.140290032,0.030225557,0.05,0.07,0.19,0.05,0.01,0.015,0,0,0,0,0.01,0,0,0,0,0.05,0,0.015,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0.333333333,0.076923077,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.897435897,0.234860175,0.187165775,0.051282051,0,0.010695187,0.051282051,0.6439016,0.759358289,0,0.121238225,0.042780749,0,0.1,0.04,0,0.195,0.04,0,0,0,0,0.295,0.08,0.1,0.79,0.76,0.05,0.76,0.75,0,0.195,0.04,0.05,1.085,0.83,0,0.295,0.08,0,0.325,0.08,0.19692074,0.59,0,0.024871653,0.341340942,0.434538221,0.005128205,0.036717807,0.103962564,0.053440607,0,6,4.7,0.133326245,0.189107594,NPL,PLNLOW,2017,0.1999022,-0.699182426,1335,3.125481266,3.554751,0.550809185,2.4,0.380211242,48.32604,-112.8555,64515.2634,-150662.0925,NATURAL,0,CENPL,CENPL,0.028999236,0.015445545,0.02222239,-1.4089439,-1.59438825,-1.491842246,0.165954347,0.082516672,0.13977868,-0.7546,-1.03378,-0.82455,0.174742251,0.187180896,0.158982688,1.04,0.3,0.309630167,-0.397940009
NLA17_MT-10084,1,Boyle Lake,NATURAL,NA,6.1,MT,0.755,0.05,0.05,0.755,1,0,0,0,FLAT,0,0,0,0,0.107333333,0,0.892666667,0,2,1.8,0,-0.351820729,NA,0.695,0.695,NA,0,0,NA,0,0,NA,0.025,0.025,NA,0,0,NA,0.05,0.05,NA,0,0,NA,0,0,NA,1,1,0.3,0.2,0,0,0.3,0.2,0.3,0.2,0,0.023076923,0,0,0,0,0.1,0,0.03,0,0,0,0,0,0.2,0,NA,0,0,NA,0,0,NA,0.004878049,0.004878049,NA,0.435181079,0.435181079,NA,0.555062823,0.555062823,NA,0.004878049,0.004878049,NA,0.815,0.815,NA,0.005,0.005,NA,0,0,NA,0.82,0.82,NA,1.1,1.1,NA,1.42,1.42,NA,0.005,0.005,NA,1.43,1.43,NA,0.82,0.82,NA,0.01,0.01,0.700872472,1.87,0,0,0,0,0.038733766,0.558295455,0,0.402970779,0,2,2.7,0.022251097,-0.358857144,WMT,WMTNS,2017,0.1600968,-0.795617349,941,2.973589623,1.861209,0.269795144,7,0.84509804,48.46859,-114.4533,45608.94319,-107700.55530000001,NATURAL,0,WEST,WEST,0.10979527,0.038668867,0.074232068,-0.92156033,-1.312748765,-1.074522535,0.27419607,0.113524983,0.200804959,-0.546381932,-0.908245199,-0.676119177,0.400426125,0.340619889,0.369672486,0,0,0,-1
NLA17_MT-10101,1,Upper Twin Lake,MAN-MADE,NA,5.5,MT,0.065,0,0,0.065,0.8,0.2,0,0,FLAT,0,0.061738131,0.037303742,0.062346786,0,0.17919046,0.620348792,0.039072089,6,4.6,0.131522015,-0.179769412,0.03,0.045,0.03,0.0875,0.045,0.0875,0.045,0.02,0.043,0,0,0,0,0,0,0.035,0.005,0.037,0.07,0.01,0.068,0,0,0,1,1,1,0.2,0.1,0,0,0.15,0.1,0.15,0.1,0,0.011538462,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0.15,0.005,0.2225,0.039666667,0.005,0.2625,0.043166667,0.897435897,0.046455026,0.78162877100000006,0,0,0,0.051282051,0.34988937,0.095857042,0.051282051,0.603655604,0.122514186,0.05,0.09,0.055333333,0.05,0.54,0.111333333,0.01,0.485,0.082833333,0.11,1.115,0.2495,0.1,0.8025,0.204666667,0.1,0.385,0.144666667,0.06,1.025,0.194166667,0.21,1.9175,0.454166667,0.1,0.63,0.166666667,0.11,1.5325,0.3095,0.314289322,1.09,0,0.072394607,0.084269386,0.084609522,0.004166667,0.0588504,0.132948248,0.500837932,0.061923238,7,6.7,0.098798432,-0.122357644,WMT,WMTNS,2017,0.08894589,-1.050874115,1996,3.300160537,1.272775,0.104751636,6,0.77815125,46.16218,-114.5011,92139.71128,-228544.1956,MAN-MADE,1,WEST,WEST,0.20595,0.027149759,0.116549879,-0.665646792,-1.430044006,-0.897738265,0.123564694,0.063476416,0.099583155,-0.874308326,-1.133852036,-0.9602562,1.666738232,0.427714106,1.170377452,15.5,2,1.217483944,0.322219295
NLA17_MT-10102,1,Unknown,MAN-MADE,NA,0.8,MT,0.875,0.64,0,0.4325,1,0,0,0,FLAT,0,0,0,0,0,0.4,0.6,0,2,1.8,0.07233021,-0.241786396,NA,0.875,0.875,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0.005,0.005,NA,1,1,1,1,1,1,1.35,1.2,0.35,0.2,0.333333333,0.103846154,0,0,0,0,0,0,0.035,0,0.1,0,1,0.2,0,0.05,NA,0,0,NA,0,0,NA,0,0,NA,0.005405405,0.005405405,NA,0.994594595,0.994594595,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0.88,0.88,NA,0.875,0.875,NA,0,0,NA,0.875,0.875,NA,0,0,NA,0,0,0.179195734,0.49,0,0,0,0,0,0.994594595,0,0.005405405,0,1,1.1,0.111255483,-0.035182073,WMT,WMTNS,2017,0.03047709,-1.516026502,2022,3.305781151,1.068979,0.028969174,1.8,0.255272505,44.60195,-112.0587,90185.1429,-226582.6914,MAN-MADE,1,WEST,WEST,0.001351351,0.140814081,0.071082716,-1.944952438,-0.821558107,-1.0910717110000001,0.121728345,0.066264738,0.098220759,-0.880320764,-1.117676216,-0.965689426,0.011101369,2.125022829,0.723703596,0,0,0,-1
NLA17_MT-10104,1,Moran Lake,NATURAL,NA,4.3,MT,0.425,0,0,0.425,0.1,0.7,0.2,0,GRADUAL,0,0.021789322,0.071545122,0.125711788,0.064997502,0.246957209,0.422209735,0.046789322,7,5.3,0.08493361,-0.126232676,NA,0.36,0.36,NA,0.02,0.02,NA,0.02,0.02,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0.025,0.025,NA,1,1,0.9,0.1,0.4,0,0.8,0.1,0.4,0.1,0.133333333,0.061538462,0.05,0,0,0.1,0,0,0.04,0,0.05,0,0.4,0.1,0.1,0,NA,0.1,0.1,NA,0.085,0.085,NA,0.206227106,0.206227106,NA,0,0,NA,0.716117216,0.716117216,NA,0.077655678,0.077655678,NA,0.065,0.065,NA,0.21,0.21,NA,0.185,0.185,NA,0.46,0.46,NA,0.7325,0.7325,NA,0.7275,0.7275,NA,0.395,0.395,NA,1.1925,1.1925,NA,0.275,0.275,NA,0.465,0.465,0.904064894,2.62,0,0.030350831,0.062011672,0.069703979,0.008773585,0.352410781,0.224930153,0.192743965,0.059075034,7,6.4,0.050768904,-0.065781901,WMT,WMTNS,2017,0.1671758,-0.77682659,762,2.881954971,1.988026,0.29842206,10.3,1.012837225,48.9553,-115.1064,37303.9386,-87711.0768,NATURAL,0,WEST,WEST,0.254087708,0.008888889,0.131488298,-0.578251813,-1.723793588,-0.849279477,0.2794527,0.116030537,0.204615986,-0.538422395,-0.899524213,-0.668337932,0.909233326,0.076608185,0.642610095,0,0,0,-1
NLA17_MT-10120,1,Ann Lake,NATURAL,Y,NA,MT,0.57,0.005,0.2025,0.54,0.3,0.7,0,0,GRADUAL,0,0.027984496,0.160932582,0.08232793,0.115661264,0.115661264,0.442882311,0.054550153,7,5.7,0.161901264,-0.100964879,NA,0.54,0.54,NA,0.005,0.005,NA,0.035,0.035,NA,0,0,NA,0,0,NA,0.035,0.035,NA,0,0,NA,0.005,0.005,NA,1,1,0.3,0.2,0,0,0.55,0.2,0.55,0.2,0,0.042307692,0.1,0,0,0.1,0.1,0.15,0.055,0,0,0,0,0,0.1,0,NA,0.06,0.06,NA,0.1525,0.1525,NA,0.009969605,0.009969605,NA,0,0,NA,0.851894083,0.851894083,NA,0.138136313,0.138136313,NA,0.3725,0.3725,NA,0.2175,0.2175,NA,0.2125,0.2125,NA,0.8025,0.8025,NA,0.99,0.99,NA,1.2175,1.2175,NA,0.43,0.43,NA,1.7925,1.7925,NA,0.59,0.59,NA,0.575,0.575,0.242441287,1.21,0,0.003921569,0.086357492,0.035635512,0.018435694,0.587807453,0.058945535,0.177912396,0.030984349,7,5.6,0.182183641,-0.042454877,WMT,WMTNS,2017,0.01148546,-1.939851606,908,2.958085849,0.476936,-0.321539895,1.6,0.204119983,48.19201,-114.0917,43758.34508,-103595.2636,NATURAL,0,WEST,WEST,0.258480392,0.062321232,0.160400812,-0.571087426,-1.140734183,-0.76852834,0.229029836,0.131321819,0.180910604,-0.621547887,-0.849790782,-0.719169949,1.128588297,0.474568756,0.886630241,0,0,0,-1
NLA17_MT-10129,1,No name lake,MAN-MADE,NA,0.15,MT,0.05,0.01,0,0.07,0.1,0.6,0.3,0,GRADUAL,0,0,0.018965935,0.050954282,0.029776746,0.005128205,0.895174832,0,5,2.8,0.043457743,-0.308877083,0.07,0.07,0.072,0.02,0,0.0155,0.015,0,0.013,0.07,0.105,0.071,0,0,0,0.05,0,0.041,0.005,0,0.005,0,0,0,1,1,1,1,1,1,1,1.15,1.1,0.15,0.1,0.333333333,0.088461538,0,0,0,0,0,0,0.015,0,0,0,1,0,0,0.15,0,0,0,0,0.005,0,0.581827392,0.125355297,0.430819161,0,0,0,0.408203003,0.803733676,0.541123163,0.009969605,0.070911027,0.028057676,0.06,0.3475,0.114666667,0.01,0.075,0.028333333,0,0.005,0,0.07,0.4275,0.143,0.3575,0.8575,0.496666667,0.4075,1.13,0.583,0.01,0.08,0.028333333,0.4275,1.285,0.639666667,0.07,0.4225,0.143,0.02,0.155,0.056666667,0.727629332,1.25,0,0,0.028404187,0.038160284,0.061964406,0.066615569,0,0.790881898,0.013973656,5,4.2,0.026932998,-0.308285471,NPL,PLNLOW,2017,0.0121666,-1.91483077,760,2.880813592,0.627648,-0.202283851,2.9,0.462397998,48.70163,-109.28,37013.2388,-83052.8,MAN-MADE,1,CENPL,CENPL,0.016111717,0.025533553,0.020822635,-1.583164572,-1.449361361,-1.511130235,0.165954347,0.10869707,0.13977868,-0.7546,-0.92556,-0.82455,0.097085236,0.234905626,0.148968606,14.6,2,1.193124598,0.322219295
NLA17_MT-HP001,1,Unnamed lake,MAN-MADE,NA,1.5,MT,0.04,0.027777778,0,0.04,0.1,0.7,0.1,0.1,GRADUAL,0,0,0.015661816,0.010533611,0,0,0.963270963,0.010533611,4,1.7,0.023250231,-0.335073272,NA,0.04,0.05,NA,0,0,NA,0.01,0,NA,0.005,0,NA,0,0,NA,0,0,NA,0.005,0,NA,0,0,NA,0.9,1,1,1,1,1,1,1,0,0,0.333333333,0.076923077,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0.06875,NA,NA,0.075,NA,NA,0.414477258,0.657142857,NA,0.005405405,0,NA,0.522867959,0.285714286,NA,0.057249377,0.057142857,NA,0.033333333,0,NA,0.094444444,0.05,NA,0.14375,NA,NA,0.255555556,0.05,NA,0.64,0.3,NA,0.6,0.25,NA,0.222222222,0.05,NA,0.865,0.35,NA,0.127777778,0.05,NA,0.265,0.1,1.07579428,1.52,0,0.005128205,0.016457867,0.02019397,0,0.167001804,0,0.757684596,0.033533557,5,3.4,0.033350284,-0.321026826,NPL,PLNLOW,2017,0.01004615,-1.998000342,916.26,2.962018728,0.4985691,-0.302274641,3,0.477121255,46.1001903,-106.3511234,42239.76036,-97445.28033,MAN-MADE,1,CENPL,CENPL,0.030612245,0.015242157,0.022927201,-1.391343004,-1.597873534,-1.482445185,0.165954347,0.10869707,0.13977868,-0.7546,-0.92556,-0.82455,0.184461844,0.140226016,0.164025021,2.63,0.35,0.559906625,-0.346787486
NLA17_MT-HP002,1,Bull Lake,NATURAL,NA,7.75,MT,0.1575,0.02,0.055,0.03,0.1,0.5,0.4,0,GRADUAL,0.024390244,0.166449997,0.20610079,0.130618359,0.004535147,0,0.236098006,0.232260971,7,4.8,0.280611128,0.111588773,NA,0.1,0.083333333,NA,0.17,0.208333333,NA,0.1825,0.183333333,NA,0.1075,0.083333333,NA,0,0,NA,0.02,0.033333333,NA,0.1675,0.291666667,NA,0,0,NA,1,1,0.333333333,0,0,0,0.166666667,0,0.166666667,0,0,0.012820513,0,0,0,0,0,0,0.016666667,0,0.166666667,0,0,0,0,0,NA,0.430864198,0.676388889,NA,0.185802469,0.236111111,NA,0.47969068,0.521367521,NA,0,0,NA,0.26015466,0.239316239,NA,0.26015466,0.239316239,NA,0.108333333,0.05,NA,0.241666667,0.25,NA,0.647222222,0.975,NA,0.997222222,1.275,NA,0.18,0.1,NA,0.1875,0.083333333,NA,0.888888889,1.225,NA,1.0775,0.95,NA,0.35,0.3,NA,0.89,0.866666667,2.884229148,3.41,0.025839793,0.154058253,0.230139855,0.138147534,0.003921569,0.201315971,0,0.058599232,0.196421695,7,5.6,0.257944307,0.219478819,WMT,WMTNS,2017,0.4297238,-0.366810593,1110.24,3.04541687,5.291464,0.723575846,18.1,1.257678575,48.671943,-114.7318229,54037.538,-127379.8591,NATURAL,0,WEST,WEST,0.381641178,0.317371215,0.349506197,-0.407111652,-0.484959509,-0.444293619,0.282286487,0.105747221,0.203081201,-0.534191263,-0.936489427,-0.671454865,1.351964037,3.001225113,1.721016991,0.577777778,0.188888889,0.198045835,-0.539269161
NLA17_NC-10001,1,Lake Hickory (Lake Oxford),MAN-MADE,NA,1.6,NC,0,0,0,0.005,0.3,0.4,0.1,0.2,GRADUAL,0.08953252,0.030362545,0.148309566,0.115582474,0.065012944,0.348901471,0.137158034,0.065140446,8,5.5,0.222052382,0.070058681,0.011111111,0,0.001944444,0.069444444,0.035,0.044888889,0.130555556,0.07,0.085638889,0.075,0.1425,0.145944444,0.005555556,0.015,0.015111111,0.108333333,0.065,0.081472222,0,0.005,0.004555556,0.258333333,0.02,0.032,1,1,1,1,1,0,0,2.628796296,1.472222222,2.628796296,1.472222222,0,0.201264368,0.248888889,0,0,0.3125,0.666666667,0.5,0.262322097,0,0.333333333,0,0,0.200740741,0.048148148,0.318518519,0,0.2075,0.213611111,0,0.2125,0.216481481,0.973709094,0.505538311,0.672263641,0,0.041666667,0.038948692,0.023167013,0.413962983,0.288277062,0.005698006,0.038832039,0.032541389,0.011111111,0.075,0.051240741,0.066666667,0.1525,0.162018519,0,0.42,0.430092593,0.077777778,0.6475,0.643351852,0.022222222,0.4,0.280851852,0.027777778,0.42,0.282407407,0.066666667,0.5725,0.592111111,0.1,1.0225,0.900685185,0.077777778,0.2275,0.213259259,0.072222222,0.6025,0.61827777799999994,0.771020248,1.335,0.09203252,0.012346316,0.109032096,0.054688156,0.085343794,0.366363239,0.183767406,0.062888066,0.033538407,8,5.1,0.240541701,0.078226175,SAP,EHIGH,2017,15.58999,1.192845837,283,2.451786436,152.5229,2.183335054,15.2,1.181843588,35.81465,-81.24485,10135.54595,-22992.29255,MAN-MADE,1,APPS,SAP,0.143129902,0.116630435,0.129880168,-0.814939997,-0.897461902,-0.854243854,0.256012545,0.258002225,0.247153182,-0.575097882,-0.571861601,-0.589808097,0.559073782,0.45205205,0.525504738,1.172222222,0.427777778,0.336904252,-0.2775489
NLA17_NC-10001,2,Lake Hickory (Lake Oxford),MAN-MADE,NA,1.95,NC,0.115,0.025,0,0.115,0,0.5,0.3,0.2,GRADUAL,0.009651163,0.013572731,0.204777776,0.129445873,0.088082738,0.328264033,0.180719173,0.045486514,8,5.5,0.205630322,0.006619534,NA,0.115,0.115,NA,0.055,0.055,NA,0.105,0.105,NA,0.2,0.2,NA,0.005,0.005,NA,0.1725,0.1725,NA,0.025,0.025,NA,0.065,0.065,NA,1,1,1,0.8,0,0,2.75,1.8,2.75,1.8,0,0.211538462,0.4,0,0,0.4,0.5,0.45,0.275,0,0.25,0,0,0.25,0.25,0.25,NA,0.185,0.185,NA,0.3425,0.3425,NA,0.668921889,0.668921889,NA,0,0,NA,0.258550639,0.258550639,NA,0.072527473,0.072527473,NA,0.05,0.05,NA,0.23,0.23,NA,0.5275,0.5275,NA,0.8075,0.8075,NA,0.2975,0.2975,NA,0.2825,0.2825,NA,0.7575,0.7575,NA,1.105,1.105,NA,0.28,0.28,NA,0.8225,0.8225,0.890692614,1.7,0.017858092,0.022113411,0.213344167,0.030171716,0.06517797,0.33062555,0.098519446,0.12989549,0.092294158,8,5.7,0.310408813,0.021021147,SAP,EHIGH,2017,15.58999,1.192845837,283,2.451786436,152.5229,2.183335054,15.6,1.193124598,35.81465,-81.24485,10135.54595,-22992.29255,MAN-MADE,1,APPS,SAP,0.1645,0.260319391,0.212409695,-0.758204569,-0.5681228,-0.652846285,0.256012545,0.258002225,0.247153182,-0.575097882,-0.571861601,-0.589808097,0.642546638,1.008981185,0.859425291,0,0,0,-1
NLA17_NC-10002,1,Nantahala Lake,MAN-MADE,NA,5.4,NC,0.1325,0.06,0.005,0.1125,0.1,0.2,0.3,0.4,NEAR_VERTICAL,0.123101315,0.078027509,0.13773149,0.046655018,0.053932652,0.156432708,0.261980698,0.154448741,8,4.6,0.377355199,0.087081356,0.01,0.1625,0.221071429,0.175,0.15,0.105892857,0.16,0.195,0.243892857,0.11,0.3475,0.284196429,0.01,0.005,0.008785714,0.265,0.12,0.114785714,0.02,0.065,0.041071429,0,0.005,0,1,1,1,0.857142857,0.714285714,0,0,1.131904762,0.714285714,1.131904762,0.714285714,0,0.087069597,0.071428571,0,0,0,0.571428571,0.071428571,0.113190476,0,0.131904762,0.142857143,0,0.071428571,0.071428571,0,0.125,0.325555556,0.308214286,0.225,0.369444444,0.380797619,0.924231924,0.578532459,0.563070413,0,0.012812813,0.018304018,0.01025641,0.303444403,0.296625842,0.065511666,0.105210325,0.121999727,0,0.045,0.048428571,0.26,0.4725,0.466464286,0.35,0.72,0.689011905,0.61,1.2375,1.203904762,0.08,0.335,0.360154762,0.01,0.28,0.286345238,0.61,1.1925,1.15547619,0.69,1.5625,1.54977381,0.26,0.5175,0.514892857,0.68,1.2825,1.263428571,1.693156159,2.87,0.124749165,0.035406183,0.053522787,0.012654364,0.064623887,0.262622625,0.063874162,0.279446927,0.1030999,8,5.3,0.330349689,0.008425388,SAP,EHIGH,2017,6.400303,0.806200535,916,2.961895474,45.14523,1.65461187,27.3,1.436162647,35.1811,-83.67998,32225.8876,-76650.86168,MAN-MADE,1,APPS,SAP,0.261837723,0.437997082,0.349917403,-0.565690276,-0.348724814,-0.443797154,0.241338259,0.43477312,0.45647195,-0.599741398,-0.351861467,-0.331174467,1.084940798,1.007415275,0.766569344,1.105,0.71,0.3232521,-0.091514981
NLA17_NC-10004,1,Atagahi Lake,MAN-MADE,NA,2.7,NC,0.395,0.05,0,0.325,0,0.3,0.4,0.3,STEEP,0.04893617,0,0.116679691,0.140934528,0.212532093,0.102956798,0.320829916,0.057130804,7,4.6,0.238184452,-0.083577016,NA,0.395,0.395,NA,0,0,NA,0.04,0.04,NA,0.4375,0.4375,NA,0.01,0.01,NA,0.085,0.085,NA,0,0,NA,0.1375,0.1375,NA,1,1,0.9,0.8,0,0,3.255555556,2.255555556,3.255555556,2.255555556,0,0.248062016,0.35,0,0,0.45,0.2,0.7,0.323232323,0,0.555555556,0.15,0,0.3,0.25,0.3,NA,0.1625,0.1625,NA,0.3325,0.3325,NA,0.465260665,0.465260665,NA,0,0,NA,0.457124357,0.457124357,NA,0.077614978,0.077614978,NA,0.1325,0.1325,NA,0.32,0.32,NA,0.495,0.495,NA,0.9475,0.9475,NA,0.305,0.305,NA,0.3975,0.3975,NA,0.815,0.815,NA,1.2525,1.2525,NA,0.4525,0.4525,NA,0.855,0.855,1.575119043,1.99,0.066037736,0.009322493,0.136578041,0.017540523,0.068477707,0.54692617,0.015365176,0.118838068,0.020914085,8,4.6,0.280248368,0.033552833,SAP,EHIGH,2017,0.3385709,-0.470350372,880,2.944482672,5.122414,0.709474676,7,0.84509804,35.14813,-82.71677,30930.3544,-72790.7576,MAN-MADE,1,APPS,SAP,0.171,0.3335011,0.25225055,-0.742321425,-0.464071868,-0.581283592,0.2470433,0.418856608,0.376319097,-0.589993712,-0.367687894,-0.413053823,0.692186351,0.796217832,0.670310256,0,NA,0,NA
NLA17_NC-10004,2,Atagahi Lake,MAN-MADE,NA,3.2,NC,0.505,0.02,0,0.4725,0,0.7,0.2,0.1,GRADUAL,0,0.01996337,0.163342491,0.078056453,0.241762905,0.045097282,0.376481249,0.07529625,7,4.8,0.160542028,-0.112828753,NA,0.4725,0.4725,NA,0.015,0.015,NA,0.07,0.07,NA,0.3425,0.3425,NA,0,0,NA,0.1075,0.1075,NA,0,0,NA,0.235,0.235,NA,1,1,1,1,0,0,3.3,2.8,3.3,2.8,0,0.255813953,0.4,0,0,0.45,0.1,1,0.33,0,0.35,0.3,0,0.05,0.3,0.35,NA,0.035,0.035,NA,0.3625,0.3625,NA,0.530615241,0.530615241,NA,0,0,NA,0.378282528,0.378282528,NA,0.091102231,0.091102231,NA,0.04,0.04,NA,0.09,0.09,NA,0.3975,0.3975,NA,0.5275,0.5275,NA,0.2975,0.2975,NA,0.2825,0.2825,NA,0.4875,0.4875,NA,0.825,0.825,NA,0.13,0.13,NA,0.5425,0.5425,1.167380734,1.95,0,0.011544715,0.173784413,0.047922921,0.130608991,0.449334857,0.004878049,0.144741561,0.037184494,7,4.8,0.229735824,0.029248289,SAP,EHIGH,2017,0.3385709,-0.470350372,880,2.944482672,5.122414,0.709474676,7.3,0.86332286,35.14813,-82.71677,30930.3544,-72790.7576,MAN-MADE,1,APPS,SAP,0.1085,0.340233773,0.224366887,-0.92628165,-0.455641977,-0.630103749,0.2470433,0.418856608,0.376319097,-0.589993712,-0.367687894,-0.413053823,0.439194263,0.812291765,0.596214459,0,0,0,-1
NLA17_NC-10005,1,Smiths Lake,MAN-MADE,NA,0.6,NC,0.725,0.045,0.675,0,0.8,0.2,0,0,FLAT,0,0,0.004651163,0,0.004651163,0.066723235,0.911323277,0.012651163,5,2.2,0.016254755,-0.329734044,NA,0.7575,0.7575,NA,0,0,NA,0.03,0.03,NA,0,0,NA,0,0,NA,0.005,0.005,NA,0,0,NA,0.01,0.01,NA,0.9,0.9,0.9,0.9,0.1,0,2,1.3,1.9,1.3,0.033333333,0.166666667,0.2,0,0,0.05,0,0.85,0.211111111,0,NA,0,0.1,0.3,0.5,0,NA,0.015,0.015,NA,0.06,0.06,NA,0,0,NA,0.1,0.1,NA,0.837045045,0.837045045,NA,0.062954955,0.062954955,NA,0.02,0.02,NA,0.08,0.08,NA,0.075,0.075,NA,0.175,0.175,NA,0.755,0.755,NA,0.6525,0.6525,NA,0.155,0.155,NA,0.8425,0.8425,NA,0.1,0.1,NA,0.19,0.19,0.303498124,1.49,0,0,0,0,0,0.95,0,0.05,0,1,1.1,0.111255483,-0.035182073,CPL,PLNLOW,2017,0.06706105,-1.173529651,47,1.672097858,1.323843,0.121836483,2.1,0.322219295,35.22379,-78.81672,1655.51813,-3704.38584,MAN-MADE,1,CPL,CPL,0.088,0.39625,0.242125,-1.008773924,-0.391206626,-0.598384089,0.304399908,0.395325113,0.339411166,-0.50251759,-0.392196487,-0.45666322,0.289093386,1.002339559,0.713367809,0,NA,0,NA
