SITE_ID,VISIT_NO,DATE_COL,COMMENT_ORIGIN,LkArea_km2,L_LkAreakm2,ELEV_use,L_ELEV_use,LkPerim_km,L_LkPerimkm,DpthMx_use,L_DpthMx_use,HORIZDD_use,VERTDD_use
NLA17_GA-10001,1,6/6/2017,Jekyll island golf course pond - no outlets but whole island looks reclaimed from salt marsh,0.09741401,-1.011378579,1,0,2.077285,0.317496085,2.6,0.414973348,0.008333333,0.455
NLA17_GA-10001,2,7/11/2017,Jekyll island golf course pond - no outlets but whole island looks reclaimed from salt marsh,0.09741401,-1.011378579,1,0,2.077285,0.317496085,2.6,0.414973348,0,NA
NLA17_GA-10002,1,6/7/2017,"oxbow of Savanna R., very natural looking",0.05011123,-1.300064937,31,1.491361694,2.164181,0.33529358,2.05,0.311753861,0.16,0.27
NLA17_GA-10003,1,9/6/2017,crew says mill pond; dams present,0.3226878,-0.491217454,110,2.041392685,4.836577,0.684538106,4.3,0.633468456,0,NA
NLA17_GA-10004,1,8/23/2017,NA,35.11416,1.545482284,256,2.408239965,254.5063,2.405698537,19.3,1.285557309,0,NA
NLA17_GA-10005,1,6/20/2017,"Lake Henry is impoundment, lat/lon fall on lake next to L. Henry; prob impoundmen too; crew notes water level maintained by spring,",0.02444591,-1.611793791,129,2.11058971,0.7109919,-0.148135347,2.8,0.447158031,0,0
NLA17_GA-10005,2,7/25/2017,"Lake Henry is impoundment, lat/lon fall on lake next to L. Henry; prob impoundmen too; crew notes water level maintained by spring,",0.02444591,-1.611793791,129,2.11058971,0.7109919,-0.148135347,3.1,0.491361694,NA,NA
NLA17_GA-10008,1,7/26/2017,NA,0.02642953,-1.57791056,107,2.029383778,0.696296,-0.1572061,5.2,0.716003344,0,NA
NLA17_GA-10020,1,6/21/2017,NA,0.01914558,-1.717931473,102,2.008600172,0.599114,-0.222490532,2.2,0.342422681,0,0
NLA17_GA-10022,1,7/12/2017,NA,0.1335129,-0.874476771,59,1.770852012,2.305544,0.362773415,3.8,0.579783597,0,NA
NLA17_GA-10023,1,8/22/2017,NA,1.199628,0.079046594,257,2.409933123,8.609228,0.93496421,5,0.698970004,0,NA
NLA17_GA-10026,1,8/8/2017,"topo USA says dam; Outflow causeway under road on GE; also called oppassum and possum lake, field notes say dam/spillway",0.1429574,-0.844793359,247,2.392696953,1.771402,0.248317131,4,0.602059991,0,NA
NLA17_GA-10039,1,8/9/2017,"dam on topo usa map, outlet control structure on GE",0.1624394,-0.789308623,316,2.499687083,2.346297,0.370382985,6.3,0.79934055,0,NA
NLA17_GA-HP001,1,6/29/2017,Impounded (150 years ago) Pocosin in Banks Lake NWR,32.91452,1.517387526,58.02,1.763577725,41.07961,1.613626312,2.35,0.371067862,0,0
NLA17_GA-HP002,1,8/15/2017,Run of river impoundment,1.997947,0.300583963,268.79,2.429413107,20.18758,1.305084261,27.7,1.442479769,0,0
NLA17_IA-10001,1,6/22/2017,NA,3.626214,0.55945343,372,2.57054294,23.45125,1.370165997,7.9,0.897627091,0,0
NLA17_IA-10001,2,9/12/2017,NA,3.626214,0.55945343,372,2.57054294,23.45125,1.370165997,7.5,0.875061263,0.518181818,0.3
NLA17_IA-10002,1,6/29/2017,NA,1.763473,0.246368815,369,2.567026366,8.899261,0.949353944,3.5,0.544068044,0,0
NLA17_IA-10003,1,6/20/2017,NA,0.5017118,-0.299545684,234,2.369215857,7.186495,0.856517128,7.1,0.851258349,0,0
NLA17_IA-10004,1,6/28/2017,NA,0.2067339,-0.684588302,436,2.639486489,1.690055,0.227900838,2.2,0.342422681,0,0
NLA17_IA-10005,1,6/21/2017,NA,4.277011,0.631140367,410,2.612783857,8.321745,0.920214404,4.3,0.633468456,0,0
NLA17_IA-10005,2,9/11/2017,NA,4.277011,0.631140367,410,2.612783857,8.321745,0.920214404,4,0.602059991,0.25,0.2
NLA17_IA-10006,1,8/1/2017,NA,0.5159235,-0.28741469,429,2.632457292,3.419497,0.533962227,1.3,0.113943352,0,0
NLA17_IA-10007,1,7/5/2017,Change HYDROTYPE to RESERVOIR,0.3471898,-0.459433042,249,2.396199347,5.148097,0.711646721,6.1,0.785329835,0.215,0.2
NLA17_IA-10028,1,6/26/2017,NA,0.04305687,-1.365957544,319,2.503790683,1.059223,0.024987403,3,0.477121255,0,0
NLA17_IA-10029,1,7/27/2017,NA,0.0186166,-1.730099632,221,2.344392274,0.763294,-0.117308151,4.5,0.653212514,0,0
NLA17_IA-10030,1,7/26/2017,Change HYDROTYPE to RESERVOIR. Gravel pit,0.01612016,-1.792630652,350,2.544068044,0.704762,-0.151957521,1.5,0.176091259,0,0
NLA17_IA-10031,1,7/20/2017,NA,0.03118183,-1.506098401,398,2.599883072,0.8553757,-0.067843092,4.7,0.672097858,0,0
NLA17_IA-10034,1,7/31/2017,NA,0.1217534,-0.914518902,345,2.537819095,2.38356,0.377226089,4.6,0.662757832,0,0
NLA17_IA-10038,1,8/2/2017,NA,0.06889403,-1.16181841,376,2.575187845,1.087754,0.036530689,3.3,0.51851394,0.47,0.2
NLA17_IA-10039,1,9/5/2017,NA,0.4158767,-0.381035411,375,2.574031268,4.30222,0.633692615,3.1,0.491361694,0,0
NLA17_IA-10041,1,9/8/2017,NA,0.04180056,-1.3788179,214,2.330413773,0.9089102,-0.041479023,4.2,0.62324929,0.145,0.1
NLA17_IA-HP001,1,7/26/2017,Set ORIGIN17 to MAN-MADE and HYDROTYPE to RESERVOIR.. GNIS calls it a reservoir,0.07408682,-1.130259046,259.87,2.414756146,1.133492,0.054418459,5.1,0.707570176,0,NA
NLA17_IA-HP002,1,6/7/2017,Set ORIGIN17 to MAN-MADE. recreational impoundment,0.2836682,-0.547189347,285.83,2.456107809,3.683729,0.566287673,7.1,0.851258349,0,NA
NLA17_ID-10001,1,6/29/2017,By name,2.114298,0.325166199,1453,3.162265614,7.466175,0.873098165,6.3,0.79934055,1.2,0.6
NLA17_ID-10001,2,7/13/2017,By name,2.114298,0.325166199,1453,3.162265614,7.466175,0.873098165,6,0.77815125,1.5,0.3
NLA17_ID-10002,1,7/20/2017,Run of River Reservoir of Snake R.,33.95548,1.530909874,1279,3.106870545,65.96436,1.819309353,12.2,1.086359831,0,NA
NLA17_ID-10003,1,8/6/2017,Looks very natural,0.7050085,-0.151805647,761,2.881384657,3.805869,0.580453836,2.7,0.431363764,0,0
NLA17_ID-10004,1,8/4/2017,One of a number of chain of lakes on Coeur d'Alene R. floodplain E of Lake CdA,3.995961,0.601621241,650,2.812913357,16.10374,1.20692675,5.9,0.770852012,0,0
NLA17_ID-10005,1,7/18/2017,NA,0.6147486,-0.211302452,1512,3.179551791,5.86221,0.768061372,7.5,0.875061263,0,NA
NLA17_ID-10006,1,8/3/2017,very natural looking,0.2150993,-0.667361003,803,2.904715545,2.225223,0.34737354,5.3,0.72427587,0,NA
NLA17_ID-10006,2,8/29/2017,very natural looking,0.2150993,-0.667361003,803,2.904715545,2.225223,0.34737354,5.5,0.74036269,0,NA
NLA17_ID-10007,1,7/20/2017,NA,0.2125854,-0.672466565,1338,3.126456113,3.992513,0.601246339,2,0.301029996,0,0
NLA17_ID-10010,1,7/10/2017,By name,0.7157222,-0.145255512,1506,3.177824972,4.729076,0.674776294,9.8,0.991226076,0,NA
NLA17_ID-10011,1,7/19/2017,NA,5.041875,0.702592074,1646,3.216429831,16.59205,1.219900048,10.9,1.037426498,0,NA
NLA17_ID-10012,1,8/8/2017,NA,0.07530982,-1.12314839,1710,3.23299611,1.431181,0.155694562,3.6,0.556302501,0,NA
NLA17_ID-10017,1,8/3/2017,"Web search says natural freshwater lake, dammed",1.577361,0.197931099,705,2.848189117,12.17864,1.085598793,21,1.322219295,0,0
NLA17_ID-10030,1,7/11/2017,NA,1.220913,0.086684718,1694,3.228913406,7.373095,0.86764983,16.8,1.225309282,0,NA
NLA17_ID-10032,1,9/7/2017,NA,4.073952,0.610015908,1434,3.156549151,21.71478,1.336755434,9.7,0.986771734,5.15,8.45
NLA17_ID-10054,1,8/7/2017,"Via Web search, As some of you may know, my wife and I own 60 acres in Bonner county Idaho.  This is the site of Hager Lake and fen, a unique wetland and kettle lake.  It is in the Grizzly Bear Recovery Area east of Priest Lake.  We have signed a conservation easement over the property with The Nature Conservancy;  No inlets/outlets, bathtubby, gravel pit to north, without comment might have thought man-made, especially as its 11 m deep and 1 ha in size",0.01165975,-1.933310761,799,2.902546779,0.4305594,-0.365966925,11.8,1.071882007,0,0
NLA17_ID-10059,1,7/12/2017,"On floodplain of large Snake R. impoundment; web says Crane Falls is a very odd water body, hydrology-wise, It was just a dry, natural depression until C.J. Strike Reservoir was formed.  As C.J. Strike filled, ground water levels rose, creating a fairly deep water body (at Crane Falls), about 30 feet at its deepest point.",0.3108923,-0.507390034,749,2.874481818,2.781826,0.444329962,8.5,0.929418926,0,0
NLA17_ID-10062,1,7/24/2017,Wetland/Lake seems natural,0.01258643,-1.900097435,2071,3.316180099,0.457145,-0.339946026,3,0.477121255,0,NA
NLA17_ID-10071,1,7/26/2017,Natural alpine lake,3.339083,0.523627215,2139,3.330210785,8.010558,0.903662769,50,1.698970004,NA,NA
NLA17_ID-10075,1,7/17/2017,By name,0.3562033,-0.448302061,1588,3.200850498,2.672881,0.426979624,6.5,0.812913357,0,0
NLA17_ID-10084,1,7/25/2017,By name,30.58487,1.485506639,1922,3.283753383,128.2818,2.108165045,12,1.079181246,0,0
NLA17_ID-10086,1,8/3/2017,Looks like natural drainage lake,0.0869228,-1.060866292,759,2.880241776,1.606095,0.20577123,17.5,1.243038049,0,NA
NLA17_ID-10088,1,7/19/2017,By name,0.3069568,-0.512922741,1485,3.171726454,4.777503,0.679200968,10.6,1.025305865,0.42,0.24
NLA17_ID-10147,1,8/16/2017,Series of ponds that are part of Hagerman Wildlife Management Area and Fish Hatchery; right next to Snake River; hard call as look somewhat artificial but will go with Natural call,0.01007514,-1.99674891,902,2.955206538,0.594623,-0.225758296,2.5,0.397940009,0,NA
NLA17_ID-10168,1,8/31/2017,By name and GE pix,0.306239,-0.513939502,859,2.933993164,3.622787,0.559042801,4,0.602059991,0,NA
NLA17_ID-10172,1,8/30/2017,NA,0.0623316,-1.205291725,840,2.924279286,1.018029,0.00776015,6.4,0.806179974,0,0
NLA17_ID-10173,1,8/17/2017,By name,0.1609621,-0.793276371,1483,3.171141151,2.976396,0.473690712,4.6,0.662757832,2.6875,2.3125
NLA17_ID-10175,1,8/23/2017,By name,6.414051,0.807132409,1537,3.186673868,29.00386,1.4624558,5,0.698970004,0.025,0.01
NLA17_ID-HP001,1,8/15/2017,GE looks natural drainage - very wetland-y,0.134989,-0.86970162,1994.78,3.299895005,2.182086,0.338871863,1.5,0.176091259,0,NA
NLA17_ID-HP002,1,8/14/2017,GE looks natural drainage,0.791031,-0.101806496,2158.25,3.33410175,4.863906,0.686985173,24.5,1.389166084,0,NA
NLA17_IL-10001,1,6/14/2017,Glacial lake,0.8850454,-0.053034451,257,2.409933123,3.989732,0.600943724,9.1,0.959041392,0,0
NLA17_IL-10002,1,7/11/2017,NA,0.4264362,-0.370145935,229,2.359835482,7.406658,0.869622292,7,0.84509804,0,0
NLA17_IL-10003,1,6/28/2017,NA,0.0698792,-1.155652076,152,2.181843588,1.465679,0.166038865,7.2,0.857332496,0.5,0
NLA17_IL-10003,2,8/23/2017,NA,0.0698792,-1.155652076,152,2.181843588,1.465679,0.166038865,6.4,0.806179974,0,0
NLA17_IL-10004,1,6/29/2017,NA,0.7290325,-0.137253111,196,2.292256071,26.77755,1.427770839,14.9,1.173186268,0,0
NLA17_IL-10004,2,8/9/2017,NA,0.7290325,-0.137253111,196,2.292256071,26.77755,1.427770839,14,1.146128036,0,0
NLA17_IL-10005,1,8/16/2017,No waterbody on topo.  Change HYDROTYPE to RESERVOIR,0.0185214,-1.732326189,129,2.11058971,0.5672874,-0.246196862,2.7,0.431363764,0,0
NLA17_IL-10006,1,6/7/2017,Looks like a borrow pit next to I-57.  Change HYDROTYPE to RESERVOIR,0.01734537,-1.760816432,235,2.371067862,0.512971,-0.289907186,4.7,0.672097858,0,0
NLA17_IL-10007,1,8/14/2017,Looks like impoundment on GE,0.1237368,-0.90750112,125,2.096910013,2.770185,0.442508773,5.8,0.763427994,0,0
NLA17_IL-10009,1,7/12/2017,NA,0.1909865,-0.71899733,170,2.230448921,3.812955,0.58126168,7.3,0.86332286,0,0
NLA17_IL-10010,1,8/22/2017,Change HYDROTYPE to RESERVOIR. Strip mine,0.01334154,-1.874794037,114,2.056904851,0.746913,-0.126729982,7.9,0.897627091,0,0
NLA17_IL-10011,1,6/16/2017,dug and dammed impoundment,0.1669079,-0.777523107,226,2.354108439,2.900371,0.462453554,6.5,0.812913357,0,0
NLA17_IL-10012,1,8/8/2017,Change HYDROTYPE to RESERVOIR. Strip mine,0.1251258,-0.902653133,225,2.3521825180000002,4.466906,0.650006813,4.6,0.662757832,0,0
NLA17_IL-10013,1,6/12/2017,NA,0.1148355,-0.939923834,216,2.334453751,2.619154,0.418161035,4.2,0.62324929,0,0
NLA17_IL-10021,1,8/15/2017,Change HYDROTYPE to RESERVOIR.,0.319294,-0.495809242,123,2.089905111,6.853326,0.835901391,15.5,1.190331698,0,0
NLA17_IL-HP001,1,6/15/2017,glacial lake,0.1943267,-0.711467524,223.9,2.350054094,1.845429,0.266097341,5.4,0.73239376,0,0
NLA17_IN-10002,1,7/6/2017,NA,0.1091514,-0.96197069,150,2.176091259,1.973624,0.295264418,5.1,0.707570176,0,0
NLA17_IN-10003,1,7/12/2017,Glacial Lake,3.220066,0.507864773,250,2.397940009,13.63739,1.134731261,37.7,1.57634135,0,0
NLA17_IN-10004,1,7/10/2017,NA,4.071981,0.609805743,292,2.465382851,18.03548,1.256127705,27.2,1.434568904,0,0
NLA17_IN-10005,1,6/22/2017,NA,0.4700753,-0.327832568,283,2.451786436,3.535511,0.548452193,9.8,0.991226076,0,0
NLA17_IN-10006,1,8/12/2017,NA,0.06315542,-1.199589372,235,2.371067862,1.308223,0.11668178,6.3,0.79934055,0,NA
NLA17_IN-10008,1,7/14/2017,NA,0.9681697,-0.014048513,221,2.344392274,5.635039,0.750896926,9.3,0.968482949,0,0
NLA17_IN-10009,1,7/28/2017,NA,27.61795,1.441191439,163,2.212187604,91.18767,1.959936119,7,0.84509804,0,0
NLA17_IN-10010,1,7/11/2017,Change HYDROTYPE to RESERVOIR for V1,2.547477,0.406110272,279,2.445604203,19.96981,1.300373933,9.4,0.973127854,0,0
NLA17_IN-10010,2,7/21/2017,Change HYDROTYPE to RESERVOIR for V1,2.547477,0.406110272,279,2.445604203,19.96981,1.300373933,9,0.954242509,0,0
NLA17_IN-10011,1,6/29/2017,NA,0.4905709,-0.309298217,253,2.403120521,3.21,0.506505032,8.4,0.924279286,0,0
NLA17_IN-10012,1,8/9/2017,NA,4.735329,0.675350158,245,2.389166084,29.25423,1.466188672,7.5,0.875061263,0,0
NLA17_IN-10013,1,9/5/2017,NA,0.10445020000000001,-0.981090724,151,2.178976947,1.538783,0.18717738,1,0,0,0
NLA17_IN-10026,1,8/3/2017,NA,0.0732747,-1.135045951,281,2.44870632,1.448427,0.160896612,2.1,0.322219295,0.9,0
NLA17_IN-10028,1,6/27/2017,NA,1.940342,0.287878284,250,2.397940009,7.859004,0.89536751,12.3,1.089905111,0,0
NLA17_IN-10028,2,7/20/2017,NA,1.940342,0.287878284,250,2.397940009,7.859004,0.89536751,12,1.079181246,0,0
NLA17_IN-10029,1,7/26/2017,NA,0.7275123,-0.13815966,252,2.401400541,6.37199,0.804275086,11.6,1.064457989,0,0
NLA17_IN-10031,1,6/27/2017,Set HYDROTYPE to NATURAL. Shoreline has very little development,0.2258998,-0.646084154,259,2.413299764,2.483231,0.395017121,15,1.1760912590000001,0,0
NLA17_IN-10032,1,7/5/2017,NA,1.291173,0.110984436,218,2.338456494,8.541157,0.931516705,9,0.954242509,0,0
NLA17_IN-10037,1,6/28/2017,NA,1.653987,0.218532092,260,2.414973348,5.643793,0.751571077,9.1,0.959041392,0,0
NLA17_IN-10039,1,7/5/2017,dam on topo usa map,0.5532295,-0.25709467,139,2.1430148,5.318217,0.725766054,6,0.77815125,0,0
NLA17_IN-10047,1,6/20/2017,NA,0.47071,-0.327246575,180,2.255272505,5.276494,0.722345449,7.3,0.86332286,0,0
NLA17_IN-10051,1,7/13/2017,NA,0.09506815,-1.021964957,259,2.413299764,1.336289,0.125900393,3,0.477121255,0,0
NLA17_IN-10053,1,6/26/2017,NA,0.1172737,-0.930799373,268,2.428134794,1.762871,0.246220534,8.7,0.939519253,0,0
NLA17_IN-10055,1,7/6/2017,NA,0.735138,-0.133631128,252,2.401400541,4.459648,0.649300581,15,1.1760912590000001,0,0
NLA17_IN-10067,1,8/2/2017,"Change HYDROTYPE to DRAINAGE.  Has subsurface drainage feature, but listed as lake in GNIS",0.06397702,-1.193975993,269,2.42975228,1.281885,0.107849066,5.3,0.72427587,0,0
NLA17_IN-10068,1,7/27/2017,Gravel pit,0.02223326,-1.652996853,243,2.385606274,0.6897551,-0.16130508,5.9,0.770852012,NA,0
NLA17_IN-10070,1,9/20/2017,Change HYDROTYPE to RESERVOIR. Appears to be old strip mine,0.07998479,-1.096992591,147,2.167317335,3.03046,0.481508556,7,0.84509804,0.1,0
NLA17_IN-10072,1,7/13/2017,NA,10.75269,1.031517125,260,2.414973348,19.86917,1.298179726,17.2,1.235528447,0,0
NLA17_IN-10076,1,8/28/2017,NA,0.02719248,-1.565551182,212,2.326335861,0.7341368,-0.134223006,2.3,0.361727836,1.92,0.23
NLA17_IN-10077,1,7/19/2017,Change HYDROTYPE to RESERVOIR.,0.01547398,-1.810397969,130,2.113943352,0.63901,-0.194492345,2.4,0.380211242,0,0
NLA17_IN-10082,1,8/2/2017,NA,0.2524677,-0.597794176,293,2.46686762,2.137598,0.329926035,11.5,1.06069784,0,0
NLA17_IN-10085,1,8/10/2017,Impoundedment on GE,0.1416592,-0.848755215,147,2.167317335,2.08246,0.318576668,21,1.322219295,0,0
NLA17_IN-10089,1,8/9/2017,Set ORIGIN17 to MAN-MADE and HYDROTYPE to RESERVOIR,0.0144123,-1.841266706,297,2.472756449,0.4806863,-0.318138255,6.5,0.812913357,0,0
NLA17_IN-10094,1,8/1/2017,Clay excavation pit,0.05778607,-1.238176841,184,2.264817823,1.265323,0.102201402,4.5,0.653212514,0,0
NLA17_IN-10096,1,8/30/2017,NA,0.0107119,-1.97013349,222,2.346352975,0.51556,-0.287720785,3.2,0.505149978,1.5,0.188888889
NLA17_IN-10099,1,7/14/2017,Change HYDROTYPE to RESERVOIR.,0.02658974,-1.575285909,253,2.403120521,0.6594056,-0.180847369,2.3,0.361727836,0,0
NLA17_IN-10100,1,7/25/2017,NA,0.06980471,-1.156115273,222,2.346352975,1.546099,0.189237299,8,0.903089987,0,0
NLA17_IN-10102,1,9/14/2017,NA,0.3148337,-0.501918787,162,2.209515015,5.764962,0.760796449,2.9,0.462397998,0,0
NLA17_IN-10105,1,8/11/2017,Change HYDROTYPE to RESERVOIR.. Topo map suggests man-made,0.06328152,-1.198723098,171,2.23299611,1.735898,0.239524203,4.5,0.653212514,0.15,0.002
NLA17_IN-10108,1,8/8/2017,Change HYDROTYPE to RESERVOIR. LOCNAME17 is incorrect,0.01612381,-1.792532328,148,2.170261715,0.4810135,-0.317842735,7.6,0.880813592,0,0
NLA17_IN-10109,1,7/20/2017,Strip mine,0.02979348,-1.525878766,122,2.086359831,0.9866122,-0.005853519,9.5,0.977723605,0,0
NLA17_IN-10120,1,8/3/2017,NA,0.05603834,-1.251514738,272,2.434568904,0.9867804,-0.005779485,14.5,1.161368002,0,0
NLA17_IN-10122,1,9/7/2017,Strip mine,0.04910252,-1.308896219,206,2.31386722,1.79352,0.253706224,4.6,0.662757832,0,0
NLA17_IN-10123,1,9/11/2017,NA,0.02653909,-1.576113973,208,2.318063335,0.7754757,-0.110431807,4.7,0.672097858,0,0
NLA17_IN-10125,1,7/31/2017,Change HYDROTYPE to RESERVOIR. Hard to tell from imagery and topo map,0.03290653,-1.482717912,227,2.356025857,0.7062785,-0.151024014,1.5,0.176091259,0,0
NLA17_IN-10126,1,8/16/2017,NA,0.0773461,-1.11156158,214,2.330413773,1.626148,0.211160069,3.3,0.51851394,1.3,0
NLA17_IN-10129,1,7/27/2017,NA,0.08770182,-1.056991394,289,2.460897843,1.171848,0.068871283,6.5,0.812913357,0,0
NLA17_IN-10132,1,8/11/2017,NA,0.26749,-0.572692449,175,2.243038049,3.39105,0.530334193,4.7,0.672097858,0,0
NLA17_IN-10133,1,7/19/2017,Reclaimed strip mine,0.02759924,-1.559102877,138,2.139879086,0.8334465,-0.079122273,32,1.505149978,0,0
NLA17_IN-10134,1,7/28/2017,Change HYDROTYPE to RESERVOIR.,0.01020715,-1.991095503,309,2.489958479,0.4011311,-0.396713666,2.1,0.322219295,0,0
NLA17_IN-10136,1,7/21/2017,Impounded Camp/Farm Pond via GE,0.01140958,-1.942730342,128,2.10720997,0.547835,-0.261350225,4.9,0.69019608,0,0
NLA17_IN-10138,1,7/26/2017,Set ORIGIN17 to MAN-MADE,0.04928745,-1.30726365,249,2.396199347,0.9782098,-0.009567991,2.5,0.397940009,0,0
NLA17_IN-10139,1,8/10/2017,Change HYDROTYPE to RESERVOIR.,0.04492443,-1.347517425,170,2.230448921,1.063676,0.02680936,1.7,0.230448921,0,0
NLA17_IN-10140,1,8/7/2017,Set ORIGIN17 to MAN-MADE,0.04781196,-1.320463453,135,2.130333769,1.659495,0.219975948,5,0.698970004,0,0
NLA17_IN-10141,1,8/14/2017,Set ORIGIN17 to MAN-MADE and change HYDROTYPE to RESERVOIR.borrow pit,0.08635861,-1.063694357,181,2.257678575,1.645935,0.21641268,9,0.954242509,0,0
NLA17_IN-10142,1,8/18/2017,Change HYDROTYPE to SEEPAGE.  Was once a wetland and peat bog.,0.03110684,-1.507144105,223,2.348304863,0.9657632,-0.015129347,3.8,0.579783597,0,0
NLA17_IN-10161,1,8/14/2017,Looks like an arm of Pine Lake that has been cut off by causeway.  Assuming there is a connection to Pine Lake since crew noted the HYDROTYPE was drainage. Set ORIGIN17 to NATURAL,0.1002074,-0.999100206,242,2.383815366,1.796052,0.254318906,14.4,1.158362492,0,0
NLA17_IN-10171,1,8/15/2017,NA,0.1179469,-0.928313469,208,2.318063335,2.19348,0.341133679,1.6,0.204119983,0,0
NLA17_IN-10173,1,9/19/2017,NA,0.0138779,-1.857676246,220,2.342422681,0.527109,-0.278099568,4,0.602059991,0.277777778,0.022222222
NLA17_IN-10175,1,9/21/2017,SET ORIGIN17 to NATURAL.  Appears to be a seepage lake,0.3613746,-0.442042376,284,2.45331834,2.616698,0.417753603,24.5,1.389166084,0,0
NLA17_KS-10001,1,6/7/2017,Change HYDROTYPE to RESERVOIR.,0.1023476,-0.989922337,415,2.618048097,1.506682,0.1780216,3.1,0.491361694,0,0
NLA17_KS-10001,2,6/21/2017,Change HYDROTYPE to RESERVOIR.,0.1023476,-0.989922337,415,2.618048097,1.506682,0.1780216,3,0.477121255,0,0
NLA17_KS-10002,1,6/19/2017,NA,0.1348185,-0.870250509,251,2.399673722,4.312828,0.634762138,2.8,0.447158031,0,0
NLA17_KS-10003,1,6/12/2017,Change HYDROTYPE to RESERVOIR,0.1610221,-0.793114514,389,2.589949601,2.344277,0.370008927,3,0.477121255,0,0
NLA17_KS-10004,1,6/14/2017,Change HYDROTYPE to RESERVOIR. Constructed in 1932 by damming a wetland.  Spring-fed,0.5679395,-0.245697925,479,2.680335513,4.717548,0.673716328,1.4,0.146128036,0,0
NLA17_KS-10005,1,6/6/2017,NA,0.043021330000000003,-1.366316168,288,2.459392488,0.9313246,-0.030898925,3.7,0.568201724,3.01,0.4
NLA17_KS-10005,2,6/22/2017,NA,0.043021330000000003,-1.366316168,288,2.459392488,0.9313246,-0.030898925,5.1,0.707570176,1.03,0.245
NLA17_KS-10006,1,6/11/2017,Change HYDROTYPE to RESERVOIR,0.1219011,-0.913992375,325,2.511883361,1.73329,0.238871231,2.1,0.322219295,0,0
NLA17_KS-10007,1,6/5/2017,NA,1.24571,0.095416951,253,2.403120521,11.10237,1.045415697,13.1,1.117271296,0,0
NLA17_KS-10010,1,6/15/2017,Change HYDROTYPE to RESERVOIR.. Sandpit,0.07757032,-1.110304417,391,2.592176757,1.327414,0.123006394,1.8,0.255272505,0,0
NLA17_KS-10011,1,6/13/2017,Change HYDROTYPE to RESERVOIR. Appears to be a sandpit next to railroad,0.03393117,-1.469401165,495,2.694605199,0.937639,-0.027964337,7.1,0.851258349,0,0
NLA17_KS-10025,1,6/20/2017,Set ORIGIN17 to MAN-MADE. strip mine,0.04461342,-1.350534483,287,2.457881897,1.529602,0.184578443,1,0,0,0
NLA17_KS-10028,1,6/8/2017,NA,0.01463176,-1.834703431,395,2.596597096,0.589322,-0.229647346,3.8,0.579783597,0,0
NLA17_KS-10033,1,6/18/2017,NA,0.01067719,-1.971543029,367,2.564666064,0.413448,-0.383579105,2.7,0.431363764,0,0
NLA17_KS-10034,1,6/9/2017,Change HYDROTYPE to RESERVOIR.,1.549541,0.190203072,292,2.465382851,12.5892,1.099998133,8.6,0.934498451,0,0
NLA17_KS-10035,1,6/16/2017,NA,0.01654729,-1.781273122,417,2.620136055,0.581288,-0.235608642,1.7,0.230448921,0,0
NLA17_KS-10041,1,6/23/2017,NA,0.4574943,-0.339614313,265,2.423245874,4.944923,0.694159533,6.6,0.819543936,0,0
NLA17_KS-HP001,1,6/29/2017,Set ORIGIN17 to MAN-MADE,0.2855817,-0.544269625,354.04,2.549052332,4.688812,0.67106282,7.7,0.886490725,0,NA
NLA17_KS-HP002,1,6/29/2017,Set ORIGIN17 to MAN-MADE,1.739723,0.240480105,266.54,2.425762393,18.02426,1.255857444,7,0.84509804,0,NA
NLA17_KS-HP003,1,6/30/2017,Set ORIGIN17 to MAN-MADE,33.91564,1.530400017,461.61,2.664275209,118.6191,2.074154625,9.1,0.959041392,0,NA
NLA17_KY-10001,1,6/6/2017,NA,0.9055715,-0.043077254,390,2.591064607,10.45708,1.019410431,26.5,1.423245874,0,NA
NLA17_KY-10001,2,9/12/2017,NA,0.9055715,-0.043077254,390,2.591064607,10.45708,1.019410431,22,1.342422681,0,NA
NLA17_KY-10002,1,7/25/2017,NA,0.7045612,-0.152081277,180,2.255272505,10.58988,1.024891039,16.1,1.206825876,0,NA
NLA17_KY-10003,1,6/15/2017,Crew: natural cypress swamp lake,0.0743482,-1.128729541,86,1.934498451,1.778342,0.250015286,1.4,0.146128036,0,NA
NLA17_KY-10003,2,9/21/2017,Crew: natural cypress swamp lake,0.0743482,-1.128729541,86,1.934498451,1.778342,0.250015286,1.4,0.146128036,17.7,0.5
NLA17_KY-10004,1,6/14/2017,NA,0.1618263,-0.790950895,119,2.075546961,2.129296,0.328236038,1.2,0.079181246,3.99,0.22
NLA17_KY-10006,1,6/7/2017,NA,0.1435252,-0.843071839,323,2.509202522,2.15212,0.332866484,7.2,0.857332496,0,NA
NLA17_KY-10017,1,6/13/2017,Change HYDROTYPE to RESERVOIR. No waterbody present on topo map,0.01041854,-1.982193137,123,2.089905111,0.454917,-0.342067834,4,0.602059991,0,NA
NLA17_KY-10023,1,6/12/2017,NA,0.1148322,-0.939936315,143,2.155336038,2.42045,0.383896116,6.5,0.812913357,0,NA
NLA17_KY-10024,1,6/20/2017,NA,0.6312762,-0.199780584,241,2.382017043,7.613438,0.881580815,4.7,0.672097858,NA,NA
NLA17_KY-10027,1,6/21/2017,NA,0.4009612,-0.396897651,256,2.408239965,8.794158,0.944194264,8.6,0.934498451,0,NA
NLA17_LA-10001,1,7/18/2017,OXBOW of Mississippi with levee cutting off head back into river,4.602092,0.662955296,14,1.146128036,30.10845,1.478688398,4.6,0.662757832,0,NA
