UID,PUBLICATION_DATE,SITE_ID,VISIT_NO,DATE_COL,SITESAMP,UNIQUE_ID,STUDY,AG_ECO3,AG_ECO3_NM,AG_ECO9,AG_ECO9_NM,AREA_CAT6,AREA_HA,BORD_LAKE,CNTYNAME,COMID,DES_FTYPE,ELEVATION,EPA_REG,EVAL_CAT,FCODE,FEOW_ID,FRAME07,FRAME12,FRAME17,FRAME17_ID,FS_EW,FTYPE,GNIS_ID,GNIS_NAME,HUC2,HUC2_NM,HUC8,HUC8_NM,LAKE_ORGN,LAT_DD83,LON_DD83,MAJ_BAS_NM,MAJ_BASIN,NA_L1CODE,NA_L1NAME,NA_L2CODE,NA_L2NAME,NARS_NAME,NES_LAKE,NESLAKE_ID,NESSTORET,OWN_NARS,PANEL_RVST,PANEL_SOT,PANEL_USE,PANEL_WGT,PERIM_KM,PROB_CAT,PSTL_CODE,REACHCODE,SF_ST_ID,SITETYPE,SOURCE,STATE_NM,STATE_PCT,STATECTY,STRATUM,TNT_CAT,URBN_NLA07,URBN_NLA17,US_L3CODE,US_L3NAME,US_L4CODE,US_L4NAME,WGT_CAT,WGT_TP_EXTENT,XCOORD,YCOORD,WGT_TP_CORE,INDEX_NLA,RT_NLA17,RT_NLA17_BENT,RT_NLA17_ZOOP
2010432,4/19/2021,NLA17_MN-10187,1,7/11/2017,Y,NLA_MN-10179,NLA,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,"(20,50]",43.95332,Not_Border,Cass,4817687,Lake/Pond: Hydrographic Category = Perennial,398,Region_05,Target_Sampled,39004,148,Include,Include,Include,130406,Not_USFS,LakePond,657145,Little Twin Lake,H07,Upper Mississippi Region,H07010103,Leech Lake,NATURAL,47.30019,-94.55996,Upper Mississippi Region,H07,5,NORTHERN FORESTS,5.2,MIXED WOOD SHIELD,Little Twin Lake,Not_NES,NotNES,Not_NES,State,NLA_NO_NO_17,NLA_NO_NO_17,NLA17_17_OverSamp,NLA17_17,3.331032,"(20,50]",MN,R07010102001119,None,PROB,NLA2012Frame Only,Minnesota,100,F27021,MN,Target,Non-Urban,Non-Urban,50,Northern Lakes and Forests,50r,Chippewa Plains,"UMW_(20,50]",50.04500515,109522.5024,1094936.742,51.59443204,Y,R,R,R
2010433,4/19/2021,NLA17_SD-10037,1,7/11/2017,Y,NLA_SD-10201,NLA,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,"(10,20]",14.55456,Not_Border,Turner,16013812,Lake/Pond: Hydrographic Category = Perennial,387,Region_08,Target_Sampled,39004,143,Include,Include,Include,261780,Not_USFS,LakePond,0,None,H10,Missouri Region,H10170102,Vermillion,NATURAL,43.23055,-97.03263,Missouri Region,H10,9,GREAT PLAINS,9.2,TEMPERATE PRAIRIES,None,Not_NES,NotNES,Not_NES,FWS,NLA_NO_NO_17,NLA_NO_NO_17,NLA17_17,NLA17_17,2.596984,"(10,20]",SD,R10170102002414,None,PROB,NLA2012Frame Only,South Dakota,100,F46125,SD,Target,Non-Urban,Non-Urban,46,Northern Glaciated Plains,46n,James River Lowland,"TPL_(10,20]",12.46295597,-83454.44017,642119.7764,17.74103385,Y,T,T,T
2010434,4/19/2021,NLA17_PA-HP001,1,7/11/2017,Y,NLA_PA-10001,NLA,EHIGH,Eastern Highlands,SAP,Southern Appalachians,"(10,20]",18.92987,Not_Border,Cambria,4752516,Lake/Pond: Hydrographic Category = Perennial,724.74,Region_03,Target_Sampled,39004,150,Include,Include,Include,110609,Not_USFS,LakePond,1169055,Beaverdale Reservoir,H05,Ohio Region,H05010006,Conemaugh,MAN_MADE,40.270346,-78.682256,Ohio-Tennessee Region,H05_06,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,None,Not_NES,NotNES,Not_NES,Private,NLA_07_NO_17,HAND,HAND,HAND,2.224587,None,PA,R05010007001413,None,HAND,NLA2012Frame Only,Pennsylvania,100,F42021,None,Target,Non-Urban,Non-Urban,69,Central Appalachians,69a,Forested Hills and Mountains,None,0,1451886.753,443135.3159,0,Y,S,S,S
2010435,4/19/2021,NLA17_MT-10029,1,7/11/2017,Y,NLA_MT-10190,NLA,PLNLOW,Plains and Lowlands,NPL,Northern Plains,"(4,10]",7.017837,Not_Border,Valley,12307269,Lake/Pond: Hydrographic Category = Perennial,834,Region_08,Target_Sampled,39004,142,Include,Include,Include,212080,Not_USFS,LakePond,0,None,H10,Missouri Region,H10050012,Lower Milk,MAN_MADE,48.44622,-106.5598,Missouri Region,H10,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,None,Not_NES,NotNES,Not_NES,State,NLA_NO_NO_17,NLA_NO_NO_17,NLA17_17,NLA17_17,1.611276,"(4,10]",MT,R10050012001159,None,PROB,NLA2012Frame Only,Montana,100,F30105,MT,Target,Non-Urban,Non-Urban,42,Northwestern Glaciated Plains,42j,Glaciated Northern Grasslands,"NPL_(4,10]",66.20744568,-787486.4257,1264337.508,168.4158946,Y,S,S,S
2010436,4/19/2021,NLA17_NE-10006,1,7/11/2017,Y,NLA_NE-10105,NLA,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(20,50]",24.93597,Not_Border,Garden,17510880,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,1165,Region_07,Target_Sampled,39009,143,Include,Include,Include,270360,Not_USFS,LakePond,833503,Smith Lake,H10,Missouri Region,H10180009,Middle North Platte-Scotts Bluff,NATURAL,41.78786,-102.5219,Missouri Region,H10,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,Smith Lake,Not_NES,NotNES,Not_NES,FWS,NLA_07_12_17,NLA_07_12_17,NLA17_07RVT,NLA17_07_TSS,2.162734,Equal,NE,R10180009004679,None,PROB,NLA2012Frame Only,Nebraska,100,F31069,NE,Target,Non-Urban,Non-Urban,44,Nebraska Sand Hills,44b,Alkaline Lakes Area,"SPL_(20,50]",66.1486382,-537738.6614,498851.8294,115.8004453,Y,S,S,S
2010437,4/19/2021,NLA17_NE-10059,1,7/10/2017,Y,NLA_NE-10193,NLA,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(4,10]",8.054853,Not_Border,Dawson,7257367,Lake/Pond: Hydrographic Category = Perennial,766,Region_07,Target_Sampled,39004,143,Include,Include,Include,267740,Not_USFS,LakePond,0,None,H10,Missouri Region,H10200101,Middle Platte-Buffalo,MAN_MADE,40.87664,-100.068,Missouri Region,H10,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,None,Not_NES,NotNES,Not_NES,State,NLA_NO_NO_17,NLA_NO_NO_17,NLA17_17_OverSamp,NLA17_17,1.439456,"(4,10]",NE,R10200101005168,None,PROB,NLA2012Frame Only,Nebraska,100,F31047,NE,Target,Urban,Urban,27,Central Great Plains,27g,Platte River Valley,"SPL_(4,10]",23.14860145,-339937.4861,385667.6939,59.56639929,Y,S,S,S
2010438,4/19/2021,NLA17_NE-10007,1,7/11/2017,Y,NLA_NE-10152,NLA,PLNLOW,Plains and Lowlands,SPL,Southern Plains,>50,785.0606,Not_Border,Scotts Bluff,17508468,Lake/Pond: Hydrographic Category = Perennial,1253,Region_07,Target_Sampled,39004,143,Include,Include,Include,270401,Not_USFS,LakePond,831339,Lake Minatare,H10,Missouri Region,H10180009,Middle North Platte-Scotts Bluff,MAN_MADE,41.93355,-103.4942,Missouri Region,H10,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,Lake Minatare,Not_NES,NotNES,Not_NES,Other Fed,NLA_NO_12_17,NLA_NO_12_17,NLA17_12RVT2,NLA17_12_TSS,17.08228,Equal,NE,R10180009004099,None,PROB,NLA2012Frame Only,Nebraska,100,F31157,NE,Target,Non-Urban,Non-Urban,25,High Plains,25h,Platte River Valley and Terraces,SPL_>50,6.825696614,-616466.5002,521012.0701,9.177458697,Y,R,B,B
2010439,4/19/2021,NLA17_MO-10007,1,7/11/2017,Y,NLA_MO-10049,NLA,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,"(20,50]",26.65855,Not_Border,Grundy,5138935,Lake/Pond: Hydrographic Category = Perennial,241,Region_07,Target_Sampled,39004,143,Include,Include,Include,299692,Not_USFS,LakePond,737952,Lake Trenton,H10,Missouri Region,H10280102,Thompson,MAN_MADE,40.08162,-93.57344,Missouri Region,H10,9,GREAT PLAINS,9.2,TEMPERATE PRAIRIES,Lake Trenton,Not_NES,NotNES,Not_NES,Private,NLA_NO_12_17,NLA_NO_12_17,NLA17_12RVT,NLA17_12_TSS,3.423125,Equal,MO,R10280102003199,None,PROB,NLA2012Frame Only,Missouri,100,F29079,MO,Target,Urban,Urban,40,Central Irregular Plains,40a,Loess Flats and Till Plains,"TPL_(20,50]",18.87682103,205086.0967,291954.8196,20.26255022,Y,T,T,T
2010440,4/19/2021,NLA17_CO-10024,1,7/11/2017,Y,NLA_CO-10021,NLA,PLNLOW,Plains and Lowlands,SPL,Southern Plains,>50,189.8165,Not_Border,Larimer,16000330,Lake/Pond: Hydrographic Category = Perennial,1565,Region_08,Target_Sampled,39004,143,Include,Include,Include,270273,Not_USFS,LakePond,202527,Lonetree Reservoir,H10,Missouri Region,H10190006,Big Thompson,MAN_MADE,40.33708,-105.1267,Missouri Region,H10,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,Lonetree Reservoir,Not_NES,NotNES,Not_NES,Private,NLA_07_12_17,NLA_07_12_17,NLA17_07RVT_OverSamp,NLA17_07_TSS,7.981992,Equal,CO,R10190006001004,None,PROB,NLA2012Frame Only,Colorado,100,F08069,CO,Target,Urban,Urban,25,High Plains,25l,Front Range Fans,SPL_>50,12.40431711,-767517.4119,354840.0334,16.67816699,Y,R,R,R
2010441,4/19/2021,NLA17_OR-10003,1,7/11/2017,Y,NLA_OR-10033,NLA,WMTNS,West,WMT,Western Mountains,>50,716.7881,Not_Border,Malheur,23422703,Lake/Pond: Hydrographic Category = Perennial,1019,Region_10,Target_Sampled,39004,121,Include,Include,Include,377847,Not_USFS,LakePond,0,None,H17,Pacific Northwest Region,H17050116,Upper Malheur,MAN_MADE,43.93094,-118.1544,Pacific Northwest Region,H17,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,None,Not_NES,NotNES,Not_NES,Private,NLA_07_12_17,NLA_07_12_17,NLA17_07RVT,NLA17_07_TSS,14.75749,Equal,OR,None,None,PROB,NLA2012Frame Only,Oregon,100,F41045,OR,Target,Non-Urban,Non-Urban,11,Blue Mountains,11i,Continental Zone Foothills,WMT_>50,23.30305999,-1756264.328,925476.2665,24.31213482,Y,S,S,S
2010442,4/19/2021,NLA17_CA-10005,1,7/10/2017,Y,NLA_CA-10033,NLA,WMTNS,West,XER,Xeric,>50,70.10302,Not_Border,Orange,22560286,Lake/Pond: Hydrographic Category = Perennial,95,Region_09,Target_Sampled,39004,159,Include,Include,Include,378012,Not_USFS,LakePond,0,None,H18,California Region,H18070203,Santa Ana,MAN_MADE,33.80119,-117.8102,California Region,H18,11,MEDITERRANEAN CALIFORNIA,11.1,MEDITERRANEAN CALIFORNIA,None,Not_NES,NotNES,Not_NES,Private,NLA_07_12_17,NLA_NO_12_17,NLA17_12RVT2,NLA17_12_TSS,6.407348,Equal,CA,R18070203002716,None,PROB,NLA2012Frame Only,California,100,F06059,CA,Target,Urban,Urban,85,Southern California/Northern Baja Coast,85d,Los Angeles Plain,XER_>50,12.30093767,-1987405.749,-184963.6521,14.09989613,Y,S,S,S
2010443,4/19/2021,NLA17_SC-10002,1,7/11/2017,Y,NLA_SC-10024,NLA,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,>50,35614.05,Not_Border,Clarendon,166756746,Lake/Pond: Hydrographic Category = Perennial,23,Region_04,Target_Sampled,39004,157,Include,Include,Include,75415,Not_USFS,LakePond,1238639,Lib Pines Lake,H03,South Atlantic Region,H03050111,Lake Marion,MAN_MADE,33.46314,-80.38935,South-Atlantic Region,H03,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Lib Pines Lake,NESLake,4506,4506,FWS,NLA_NO_12_17,NLA_NO_12_17,NLA17_12RVT2,NLA17_12_TSS,707.9571,Equal,SC,R03050111002488,None,PROB,NLA2012Frame Only,South Carolina,100,F45027,SC,Target,Non-Urban,Non-Urban,65,Southeastern Plains,65p,Southeastern Floodplains and Low Terraces,CPL_>50,4.736264605,1434780.044,-333679.1751,5.825950467,Y,?,?,?
2010444,4/19/2021,NLA17_SC-10024,1,7/11/2017,Y,NLA_SC-10048,NLA,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,"(4,10]",6.721139,Not_Border,Richland,9678490,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,74,Region_04,Target_Sampled,39009,157,Include,Include,Include,37997,Not_USFS,LakePond,0,None,H03,South Atlantic Region,H03050110,Congaree,MAN_MADE,33.92726,-80.69359,South-Atlantic Region,H03,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,None,Not_NES,NotNES,Not_NES,Private,NLA_NO_NO_17,NLA_NO_NO_17,NLA17_17_OverSamp,NLA17_17,1.394759,"(4,10]",SC,R03050110001393,None,PROB,NLA2012Frame Only,South Carolina,100,F45079,SC,Target,Non-Urban,Non-Urban,65,Southeastern Plains,65c,Sand Hills,"CPL_(4,10]",193.2446351,1398747.057,-287050.7826,327.1585198,Y,R,R,R
2010445,4/19/2021,NLA17_OR-10002,1,7/11/2017,Y,NLA_OR-10053,NLA,WMTNS,West,WMT,Western Mountains,>50,97.25494,Not_Border,Deschutes,23703939,Lake/Pond: Hydrographic Category = Perennial,1655,Region_10,Target_Sampled,39004,121,Include,Include,Include,378627,West,LakePond,0,None,H17,Pacific Northwest Region,H17070301,Upper Deschutes,NATURAL,44.01671,-121.7383,Pacific Northwest Region,H17,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,Sparks Lake,Not_NES,NotNES,Not_NES,USFS,NLA_07_12_17,NLA_07_12_17,NLA17_07RVT,NLA17_07_TSS,9.99723,Equal,OR,R17070301000857,None,PROB,NLA2012Frame Only,Oregon,100,F41017,OR,Target,Non-Urban,Non-Urban,4,Cascades,4c,Cascade Crest Montane Forest,WMT_>50,57.31311971,-2031334.439,1006168.694,59.79490652,Y,R,R,R
2010446,4/19/2021,NLA17_CA-10021,1,7/11/2017,Y,NLA_CA-10166,NLA,WMTNS,West,XER,Xeric,"(1,4]",1.403005,Not_Border,San Luis Obispo,40926668,Lake/Pond: Hydrographic Category = Perennial,287,Region_09,Target_Sampled,39004,125,Exclude,Exclude,Include,516655,Not_USFS,LakePond,0,None,H18,California Region,H18060004,Estrella,MAN_MADE,35.6716,-120.5712,California Region,H18,11,MEDITERRANEAN CALIFORNIA,11.1,MEDITERRANEAN CALIFORNIA,None,Not_NES,NotNES,Not_NES,Private,NLA_NO_NO_17,NLA_NO_NO_17,NLA17_17,NLA17_17,0.510835,"(1,4]",CA,R18060004003604,None,PROB,NHD High Res Lake Snapshot Only,California,100,F06079,CA,Target,Non-Urban,Non-Urban,6,Central California Foothills and Coastal Mountains,6ak,Paso Robles Hills and Valleys,"XER_HIR_(1,4]",224.4815232,-2180199.068,78610.85968,382.5798144,Y,T,T,T
2010447,4/19/2021,NLA17_TX-10002,1,7/11/2017,Y,NLA_TX-10069,NLA,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(10,20]",13.8661,Not_Border,Palo Pinto,5495396,Lake/Pond: Hydrographic Category = Perennial,273,Region_06,Target_Sampled,39004,140,Include,Include,Include,351621,Not_USFS,LakePond,1338627,James Lake,H12,Texas Region,H12060201,Middle Brazos-Palo Pinto,MAN_MADE,32.59296,-98.31634,Rio Grande-Texas-Gulf Region,H12_13,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,James Lake,Not_NES,NotNES,Not_NES,Private,NLA_07_12_17,NLA_07_12_17,NLA17_07RVT,NLA17_07_TSS,1.989962,Equal,TX,R12060201001801,None,PROB,NLA2012Frame Only,Texas,100,F48363,TX,Target,Non-Urban,Non-Urban,29,Cross Timbers,29c,Western Cross Timbers,"SPL_(10,20]",169.1976536,-216201.7615,-546269.3923,276.1685036,Y,R,R,R
2010448,4/19/2021,NLA17_OH-10002,1,7/12/2017,Y,NLA_OH-10011,NLA,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,>50,80.71894,Not_Border,Huron,15603972,Lake/Pond: Hydrographic Category = Perennial,253,Region_05,Target_Sampled,39004,116,Include,Include,Include,107172,Not_USFS,LakePond,1078002,Holiday Lake,H04,Great Lakes Region,H03170007,Huron-Vermilion,MAN_MADE,41.08846,-82.72902,Great Lakes Region,H04,8,EASTERN TEMPERATE FORESTS,8.2,CENTRAL USA PLAINS,Holiday Lake,NESLake,3930,3930,Private,NLA_07_12_17,NLA_07_12_17,NLA17_07RVT,NLA17_07_TSS,11.27852,Equal,OH,R04100012000844,None,PROB,NLA2012Frame Only,Ohio,100,F39077,OH,Target,Urban,Urban,55,Eastern Corn Belt Plains,55a,Clayey High Lime Till Plains,TPL_>50,35.0676386,1102408.722,479208.1728,39.66518969,Y,S,S,S
2010449,4/19/2021,NLA17_NJ-10008,1,7/12/2017,Y,NLA_NJ-10023,NLA,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,"(4,10]",4.626742,Not_Border,Monmouth,75603556,Lake/Pond: Hydrographic Category = Perennial,1,Region_02,Target_Sampled,39004,118,Exclude,Exclude,Include,550940,Not_USFS,LakePond,881017,Sunset Lake,H02,Mid-Atlantic Region,H11100303,Mullica-Toms,MAN_MADE,40.22553,-74.00517,Mid-Atlantic Region,H02,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,None,Not_NES,NotNES,Not_NES,Private,NLA_NO_NO_17,NLA_NO_NO_17,NLA17_17,NLA17_17,1.59835,"(4,10]",NJ,R02030104004168,None,PROB,NHD High Res Lake Snapshot Only,New Jersey,100,F34025,NJ,Target,Urban,Urban,84,Atlantic Coastal Pine Barrens,84b,Pine Barrens,CPL_HIR_>4,41.55192425,1838891.928,519214.6694,76.88660298,Y,T,T,T
2010450,4/19/2021,NLA17_SC-10015,1,7/12/2017,Y,NLA_SC-10039,NLA,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,"(1,4]",1.370771,Not_Border,Chesterfield,9169146,Lake/Pond: Hydrographic Category = Perennial,79,Region_04,Target_Sampled,39004,157,Include,Include,Include,36692,Not_USFS,LakePond,0,None,H03,South Atlantic Region,H03040201,Lower Pee Dee,NATURAL,34.69644,-80.11706,South-Atlantic Region,H03,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,None,Not_NES,NotNES,Not_NES,Private,NLA_NO_NO_17,NLA_NO_NO_17,NLA17_17_OverSamp,NLA17_17,0.5346082,"(1,4]",SC,R03040201004823,None,PROB,NLA2012Frame Only,South Carolina,100,F45025,SC,Target,Non-Urban,Non-Urban,65,Southeastern Plains,65c,Sand Hills,"CPL_(1,4]",198.9745428,1436644.226,-193610.3934,511.4757962,Y,S,S,S
2010451,4/19/2021,NLA17_LA-10006,1,7/12/2017,Y,NLA_LA-10117,NLA,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,>50,149.7907,Not_Border,Evangeline,15138463,Lake/Pond: Hydrographic Category = Perennial,28,Region_06,Target_Sampled,39004,141,Include,Include,Include,214155,Not_USFS,LakePond,556751,Crooked Creek Reservoir,H08,Lower Mississippi Region,H09030001,Mermentau Headwaters,MAN_MADE,30.83414,-92.4765,Lower Mississippi Region,H08,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Crooked Creek Reservoir,Not_NES,NotNES,Not_NES,Private,NLA_NO_12_17,NLA_NO_12_17,NLA17_12RVT,NLA17_12_TSS,12.41428,Equal,LA,R08080201000464,None,PROB,NLA2012Frame Only,Louisiana,100,F22039,LA,Target,Non-Urban,Non-Urban,35,South Central Plains,35f,Flatwoods,CPL_>50,51.86748894,336092.5106,-738530.3614,63.80078956,Y,T,T,T
2010452,4/19/2021,NLA17_PA-10025,1,7/12/2017,Y,NLA_PA-10050,NLA,EHIGH,Eastern Highlands,NAP,Northern Appalachians,"(1,4]",3.676267,Not_Border,Lawrence,12997010,Lake/Pond: Hydrographic Category = Perennial,361,Region_03,Target_Sampled,39004,150,Include,Include,Include,111391,Not_USFS,LakePond,0,None,H05,Ohio Region,H05030102,Shenango,MAN_MADE,41.02994,-80.23983,Ohio-Tennessee Region,H05_06,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,None,Not_NES,NotNES,Not_NES,Private,NLA_NO_NO_17,NLA_NO_NO_17,NLA17_17_OverSamp,NLA17_17,0.9826851,"(1,4]",PA,R05030102001805,None,PROB,NLA2012Frame Only,Pennsylvania,100,F42073,PA,Target,Urban,Urban,61,Erie Drift Plain,61c,Low Lime Drift Plain,"NAP_(1,4]",96.60949323,1308517.746,504307.8339,292.9235638,Y,S,S,S
2010453,4/19/2021,NLA17_GA-10001,2,7/11/2017,Y,NLA_GA-10009,NLA,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,"(4,10]",9.741401,Not_Border,Glynn,9900875,Lake/Pond: Hydrographic Category = Perennial,1,Region_04,Target_Sampled,39004,156,Include,Include,Include,75265,Not_USFS,LakePond,0,None,H03,South Atlantic Region,H03070203,Cumberland-St. Simons,MAN_MADE,31.05991,-81.41324,South-Atlantic Region,H03,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,None,Not_NES,NotNES,Not_NES,Private,NLA_07_12_17,NLA_07_12_17,NLA17_07RVT2,NLA17_07_TSS,2.077285,Equal,GA,R03070203001298,None,PROB,NLA2012Frame Only,Georgia,100,F13127,GA,Target,Non-Urban,Non-Urban,75,Southern Coastal Plain,75j,Sea Islands/Coastal Marsh,"CPL_(4,10]",368.3207443,1382394.867,-613355.4678,623.5581623,N,T,T,T
2010454,4/19/2021,NLA17_MN-10021,1,7/10/2017,Y,NLA_MN-10123,NLA,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,>50,141.3298,Not_Border,Isanti,2365408,Lake/Pond: Hydrographic Category = Perennial,278,Region_05,Target_Sampled,39004,148,Include,Include,Include,143334,Not_USFS,LakePond,647057,Long Lake,H07,Upper Mississippi Region,H05140202,Rum,NATURAL,45.47429,-93.34521,Upper Mississippi Region,H07,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,Long Lake,Not_NES,NotNES,Not_NES,Private,NLA_NO_12_17,NLA_NO_12_17,NLA17_12RVT,NLA17_12_TSS,8.211045,MN_Equal,MN,R07010207001622,None,PROB,NLA2012Frame Only,Minnesota,100,F27059,MN,Target,Urban,Urban,51,North Central Hardwood Forests,51h,Anoka Sand Plain and Mississippi Valley Outwash,UMW_>50,158.7359844,207546.0757,894581.4198,159.1206134,Y,T,T,T
2010455,4/19/2021,NLA17_MN-10038,1,7/10/2017,Y,NLA_MN-10158,NLA,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,"(20,50]",33.91452,Not_Border,Carlton,1776124,Lake/Pond: Hydrographic Category = Perennial,394,Region_05,Target_Sampled,39004,116,Include,Include,Include,87960,Not_USFS,LakePond,645584,Jaskari Lake,H04,Great Lakes Region,H04010201,St. Louis,NATURAL,46.67872,-92.70048,Great Lakes Region,H04,5,NORTHERN FORESTS,5.2,MIXED WOOD SHIELD,Jaskari Lake,Not_NES,NotNES,Not_NES,State,NLA_NO_NO_17,NLA_NO_NO_17,NLA17_17,NLA17_17,2.712844,"(20,50]",MN,R04010201003348,None,PROB,NLA2012Frame Only,Minnesota,100,F27017,MN,Target,Non-Urban,Non-Urban,50,Northern Lakes and Forests,50p,Toimi Drumlins,"UMW_(20,50]",50.04500515,253292.0856,1029731.102,51.59443204,Y,S,S,S
2010456,4/19/2021,NLA17_OK-10015,1,7/11/2017,Y,NLA_OK-10109,NLA,EHIGH,Eastern Highlands,SAP,Southern Appalachians,>50,175.5529,Not_Border,Sequoyah,167801030,Lake/Pond: Hydrographic Category = Perennial,140,Region_06,Target_Sampled,39004,146,Include,Include,Include,351461,Not_USFS,LakePond,0,None,H11,Arkansas-Red-White Region,H11110104,Robert S. Kerr Reservoir,NATURAL,35.45432,-94.98689,Arkansas-White-Red Region,H11,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,None,Not_NES,NotNES,Not_NES,FWS,NLA_NO_12_17,NLA_NO_12_17,NLA17_12RVT,NLA17_12_TSS,14.82864,Equal,OK,R11110104027858,None,PROB,NLA2012Frame Only,Oklahoma,100,F40135,OK,Target,Non-Urban,Non-Urban,37,Arkansas Valley,37b,Arkansas River Floodplain,SAP_>50,49.35721661,91160.10587,-228656.5683,50.56292038,Y,T,T,T
2010457,4/19/2021,NLA17_CT-10023,1,7/12/2017,Y,NLA_CT-10052,NLA,EHIGH,Eastern Highlands,NAP,Northern Appalachians,"(20,50]",36.00073,Not_Border,New London,6148273,Lake/Pond: Hydrographic Category = Perennial,108,Region_01,Target_Sampled,39004,118,Include,Include,Include,10577,Not_USFS,LakePond,205507,Billings Lake,H01,New England Region,H01100001,Quinebaug,NATURAL,41.5081,-71.87569,New England Region,H01,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,Billings Lake,Not_NES,NotNES,Not_NES,State,NLA_NO_NO_17,NLA_NO_NO_17,NLA17_17_OverSamp,NLA17_17,3.518984,"(20,50]",CT,R01100001001703,None,PROB,NLA2012Frame Only,Connecticut,100,F09011,CT,Target,Urban,Urban,59,Northeastern Coastal Zone,59c,Southern New England Coastal Plains and Hills,"NAP_(20,50]",47.25208749,1977192.501,701398.8074,53.55289458,Y,S,S,S
2010458,4/19/2021,NLA17_WI-10092,1,7/12/2017,Y,NLA_WI-10167,NLA,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,"(1,4]",3.323742,Not_Border,Washburn,13078723,Lake/Pond: Hydrographic Category = Perennial,377,Region_05,Target_Sampled,39004,148,Include,Include,Include,141067,Not_USFS,LakePond,0,None,H07,Upper Mississippi Region,H07050002,Red Cedar,NATURAL,45.67106,-91.55372,Upper Mississippi Region,H07,5,NORTHERN FORESTS,5.2,MIXED WOOD SHIELD,None,Not_NES,NotNES,Not_NES,Private,NLA_NO_NO_17,NLA_NO_NO_17,NLA17_17_OverSamp,NLA17_17,0.7843244,"(1,4]",WI,R07050007002363,None,PROB,NLA2012Frame Only,Wisconsin,100,F55129,WI,Target,Non-Urban,Non-Urban,50,Northern Lakes and Forests,50e,Chequamegon Moraines and Outwash Plain,"UMW_(1,4]",113.2937722,346496.8864,921654.6837,143.0240836,Y,S,S,S
